# Simulation 1 (Up to date)
# 263 data points written for 54 variables.
#
Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.1,28.299,45.887,26.907,46.371,27.374,3.458,-0,3.458,-0.006,6.685,5.039,28.61,-80.6,9.792,0.473,0,5.755,-0.069,198.305,27.032,0.002,0,24.142,18.229,1.183,0.141,1290047.312,8.873,1.529,0.552,0.552,0.247,0.182,0.123,0.058,0.068,-0,0,0,0,0,0,0.006,5,19.635,80.921,0.019,1.037,-3.138,1009.721,329.397,0.015,0.027
1.116,29.055,46.326,26.669,46.817,27.187,3.568,-0,3.568,-0.006,6.769,5.28,28.61,-80.6,9.792,0.353,0,9.324,-0.085,198.124,26.851,0.002,0,24.156,18.217,1.188,0.143,1302300.976,8.856,1.558,0.552,0.552,0.247,0.182,0.123,0.043,0.051,-0,0,0,0,0,0,0.006,5,19.635,80.795,0.018,1.03,-3.141,1009.626,329.395,0.016,0.027
1.137,30.05,46.891,26.341,47.394,26.962,3.714,-0,3.714,-0.005,6.887,5.751,28.61,-80.6,9.792,0.137,-0,12.13,-0.194,197.889,26.616,0.002,0,24.181,18.203,1.196,0.144,1318127.743,8.836,1.596,0.552,0.552,0.247,0.182,0.123,0.017,0.02,0,0,0,0,0,0,0.006,5,19.635,80.561,0.013,1.021,-3.146,1009.502,329.392,0.021,0.027
1.169,31.566,47.724,25.832,48.247,26.644,3.937,-0,3.937,-0.005,7.084,6.526,28.61,-80.6,9.792,0.196,-0,-11.212,-0.054,197.536,26.262,0.002,0,24.175,18.181,1.199,0.147,1341552.814,8.808,1.654,0.552,0.552,0.247,0.182,0.123,0.024,0.029,0,0,0,0,0,-0,0.006,5,19.635,80.168,0.001,1.005,-3.154,1009.313,329.388,0.032,0.027
1.203,33.173,48.574,25.318,49.121,26.274,4.178,-0,4.178,-0.005,7.313,7.024,28.61,-80.6,9.792,0.399,-0,-4.932,0.007,197.168,25.894,0.002,0,24.153,18.158,1.199,0.15,1365551.427,8.773,1.715,0.552,0.552,0.247,0.182,0.123,0.049,0.059,0,0,0,0,0,-0,0.006,5,19.635,79.886,-0.012,0.984,-3.161,1009.113,329.383,0.033,0.028
1.219,33.959,48.979,25.051,49.539,26.035,4.296,-0,4.296,-0.005,7.427,7.088,28.61,-80.6,9.792,0.427,0,-0.769,-0.045,196.99,25.717,0.002,0,24.15,18.147,1.201,0.151,1376984.313,8.747,1.744,0.552,0.553,0.247,0.182,0.123,0.052,0.063,-0,0,0,0,0,-0,0.006,5,19.635,79.841,-0.014,0.972,-3.165,1009.015,329.381,0.016,0.028
1.234,34.714,49.361,24.878,49.933,25.832,4.411,-0,4.411,-0.005,7.535,6.953,28.61,-80.6,9.792,0.375,0,3.081,-0.019,196.821,25.547,0.002,0,24.156,18.136,1.204,0.152,1387783.36,8.73,1.772,0.552,0.553,0.247,0.182,0.123,0.046,0.056,0,0,0,0,0,0,0.006,5,19.635,79.861,-0.016,0.96,-3.169,1008.921,329.379,0.015,0.028
1.252,35.571,49.789,24.722,50.374,25.597,4.543,-0,4.543,-0.005,7.652,6.635,28.61,-80.6,9.792,0.254,0,6.517,-0.018,196.63,25.357,0.002,0,24.17,18.124,1.209,0.153,1399856.417,8.713,1.803,0.552,0.552,0.247,0.182,0.123,0.031,0.037,-0,0,0,0,0,0,0.006,5,19.635,79.946,-0.015,0.949,-3.173,1008.814,329.376,0.017,0.028
1.277,36.832,50.407,24.497,51.008,25.207,4.737,-0,4.737,-0.005,7.81,5.939,28.61,-80.6,9.792,0.008,-0,-8.335,-0.685,196.36,25.087,0.002,0,24.199,18.107,1.218,0.155,1417350.017,8.682,1.848,0.552,0.552,0.247,0.182,0.123,0.001,0.001,0,0,0,0,0,-0,0.007,5,19.635,80.145,-0.011,0.961,-3.179,1008.657,329.372,0.025,0.029
1.315,38.751,51.317,24.014,51.939,24.539,5.036,-0,5.036,-0.005,8.013,5.049,28.61,-80.6,9.792,0.312,0,-3.352,-0.081,195.958,24.684,0.002,0,24.165,18.082,1.217,0.158,1443042.399,8.614,1.917,0.553,0.553,0.247,0.182,0.123,0.038,0.047,-0,0,0,0,0,-0,0.007,5,19.635,80.396,0.001,0.991,-3.188,1008.417,329.367,0.038,0.029
1.332,39.628,51.719,23.631,52.349,24.1,5.173,-0,5.173,-0.005,8.095,4.73,28.61,-80.6,9.792,0.405,0,0.83,-0.065,195.777,24.503,0.002,0,24.154,18.071,1.217,0.159,1454425.929,8.555,1.948,0.553,0.553,0.247,0.182,0.123,0.05,0.06,-0,0,0,0,0,0,0.007,5,19.635,80.419,0.005,1.014,-3.193,1008.308,329.364,0.017,0.029
1.346,40.369,52.054,23.351,52.69,23.823,5.289,-0,5.289,-0.005,8.162,4.719,28.61,-80.6,9.792,0.395,0,4.924,-0.01,195.624,24.351,0.002,0,24.156,18.061,1.219,0.16,1463856.679,8.521,1.974,0.553,0.553,0.247,0.182,0.123,0.048,0.059,-0,0,0,0,0,0,0.007,5,19.635,80.377,0.007,1.033,-3.196,1008.215,329.362,0.014,0.03
1.36,41.126,52.389,23.053,53.032,23.57,5.408,-0,5.408,-0.005,8.231,4.912,28.61,-80.6,9.792,0.309,0,8.576,-0.075,195.47,24.196,0.002,0,24.166,18.051,1.223,0.162,1473239.042,8.49,1.999,0.553,0.553,0.247,0.182,0.123,0.038,0.047,-0,0,0,0,0,0,0.007,5,19.635,80.278,0.007,1.036,-3.2,1008.121,329.36,0.014,0.03
1.379,42.091,52.807,22.663,53.459,23.285,5.56,-0,5.56,-0.005,8.325,5.345,28.61,-80.6,9.792,0.137,0,11.478,-0.144,195.274,24.001,0.002,0,24.186,18.039,1.23,0.163,1484914.09,8.454,2.031,0.553,0.553,0.247,0.182,0.123,0.017,0.02,-0,0,0,0,0,0,0.007,5,19.635,80.09,0.007,1.029,-3.205,1008.001,329.357,0.018,0.031
1.406,43.552,53.419,22.073,54.088,22.898,5.791,-0,5.791,-0.005,8.482,6.092,28.61,-80.6,9.792,0.147,0,-11.126,-0.115,194.981,23.708,0.002,0,24.186,18.02,1.233,0.165,1502070.858,8.405,2.079,0.553,0.553,0.247,0.183,0.124,0.018,0.022,-0,0,0,0,0,-0,0.007,5,19.635,79.762,0.003,1.012,-3.212,1007.819,329.353,0.028,0.031
1.44,45.366,54.146,21.382,54.84,22.389,6.081,-0,6.081,-0.005,8.7,6.64,28.61,-80.6,9.792,0.358,-0,-3.723,0.048,194.623,23.349,0.002,0,24.162,17.997,1.233,0.167,1522437.06,8.339,2.137,0.553,0.553,0.247,0.183,0.124,0.044,0.054,0,0,0,0,0,-0,0.007,5,19.635,79.495,-0.006,0.959,-3.221,1007.592,329.347,0.034,0.032
1.453,46.093,54.429,21.115,55.134,22.157,6.197,-0.001,6.197,-0.005,8.79,6.714,28.61,-80.6,9.792,0.391,0,0.432,-0.023,194.484,23.21,0.002,0,24.159,17.988,1.234,0.168,1530392.63,8.309,2.16,0.553,0.553,0.247,0.183,0.124,0.048,0.06,-0,0,0,0,0,0,0.007,5,19.635,79.473,-0.009,0.94,-3.224,1007.502,329.345,0.013,0.032
1.466,46.807,54.705,21.044,55.42,22.043,6.313,-0.001,6.313,-0.005,8.877,6.562,28.61,-80.6,9.792,0.339,0,4.227,-0.031,194.347,23.074,0.002,0,24.165,17.98,1.237,0.169,1538150.836,8.308,2.182,0.553,0.553,0.247,0.183,0.124,0.041,0.052,-0,0,0,0,0,0,0.007,5,19.635,79.505,-0.01,0.923,-3.228,1007.413,329.343,0.013,0.032
1.481,47.63,55.02,20.994,55.747,21.897,6.447,-0.001,6.447,-0.005,8.973,6.226,28.61,-80.6,9.792,0.228,0,7.633,-0.021,194.191,22.918,0.002,0,24.178,17.97,1.242,0.17,1547006.56,8.306,2.207,0.553,0.553,0.247,0.183,0.124,0.028,0.035,0,0,0,0,0,0,0.007,5,19.635,79.596,-0.011,0.904,-3.232,1007.31,329.341,0.015,0.033
1.503,48.834,55.477,20.95,56.218,21.675,6.644,-0.001,6.644,-0.005,9.102,5.56,28.61,-80.6,9.792,0.011,-0,9.582,-0.482,193.965,22.691,0.002,0,24.203,17.955,1.25,0.171,1559785.121,8.304,2.244,0.553,0.553,0.247,0.183,0.124,0.001,0.001,0,0,0,0,0,0,0.007,5,19.635,79.793,-0.007,0.881,-3.238,1007.16,329.337,0.022,0.033
1.536,50.657,56.16,20.852,56.919,21.366,6.944,-0.001,6.944,-0.004,9.265,4.656,28.61,-80.6,9.792,0.272,-0,-4.985,0.005,193.625,22.352,0.002,0,24.174,17.933,1.248,0.173,1578934.919,8.301,2.301,0.554,0.554,0.247,0.183,0.124,0.033,0.041,0,0,0,0,0,-0,0.007,5,19.635,80.059,0.002,0.883,-3.246,1006.932,329.332,0.033,0.034
1.551,51.535,56.484,20.774,57.25,21.225,7.089,-0.001,7.089,-0.004,9.334,4.351,28.61,-80.6,9.792,0.361,0,-0.875,-0.039,193.463,22.189,0.002,0,24.164,17.923,1.248,0.174,1587993.011,8.299,2.328,0.554,0.554,0.247,0.183,0.124,0.044,0.056,0,0,0,0,0,-0,0.007,5,19.635,80.108,0.007,0.884,-3.251,1006.823,329.329,0.016,0.034
1.564,52.269,56.753,20.674,57.525,21.123,7.21,-0.001,7.21,-0.004,9.39,4.334,28.61,-80.6,9.792,0.359,0,3.224,-0.062,193.328,22.054,0.002,0,24.164,17.914,1.25,0.175,1595508.494,8.297,2.351,0.554,0.554,0.247,0.183,0.124,0.044,0.055,0,0,0,0,0,0,0.007,5,19.635,80.092,0.01,0.891,-3.254,1006.731,329.327,0.013,0.035
1.577,53,57.018,20.548,57.795,21.031,7.331,-0.001,7.331,-0.004,9.447,4.482,28.61,-80.6,9.792,0.308,0,6.998,-0.071,193.194,21.921,0.002,0,24.171,17.905,1.253,0.176,1602915.115,8.296,2.373,0.554,0.554,0.247,0.183,0.124,0.038,0.047,0,0,0,0,0,0,0.007,5,19.635,80.025,0.012,0.898,-3.258,1006.64,329.325,0.013,0.035
1.592,53.849,57.32,20.252,58.105,20.812,7.472,-0.001,7.472,-0.004,9.515,4.798,28.61,-80.6,9.792,0.198,-0,10.378,-0.117,193.044,21.771,0.002,0,24.184,17.895,1.258,0.177,1611391.119,8.271,2.398,0.554,0.554,0.247,0.183,0.124,0.024,0.031,0,0,0,0,0,0,0.007,5,19.635,79.893,0.013,0.905,-3.262,1006.534,329.322,0.015,0.035
1.614,55.129,57.533,8.937,58.327,9.598,7.685,-0.001,7.685,-0.004,9.588,3.502,28.61,-80.6,9.792,0.031,-0,-11.933,-0.662,192.876,21.603,0.002,0,24.203,17.884,1.264,0.178,1617003.315,6.09,2.415,0.554,0.554,0.247,0.183,0.124,0.004,0.005,-0,0,0,0,0,-0,0.007,5,19.635,79.633,0.011,0.898,-3.268,1006.375,329.318,0.022,0.036
1.648,57.047,57.185,-10.388,57.985,10.41,8.006,-0.001,8.006,-0.004,9.602,0.663,28.61,-80.6,9.792,0.281,-0,-5.996,-0.042,192.78,21.506,0.002,0,24.174,17.878,1.259,0.177,1607509.289,2.298,2.387,0.554,0.554,0.247,0.183,0.124,0.034,0.044,0,0,0,0,0,-0,0.007,5,19.635,79.306,-0,0.872,-3.277,1006.135,329.313,0.033,0.037
# Event BURNOUT occurred at t=1.65 seconds
1.65,57.19,57.131,-21.496,57.932,21.537,8.03,-0.001,8.03,-0.004,9.599,1.317,28.61,-80.6,9.792,0.325,0,-5.547,-0.08,192.773,21.5,0.002,0,24.169,17.878,1.258,0.176,1606001.166,0.119,2.383,0.554,0.554,0.247,0.183,0.124,0.04,0.05,-0,0,0,0,0,-0,0.007,5,19.635,79.291,-0.001,0.87,-3.278,1006.118,329.312,0.003,0.037
1.654,57.404,57.048,-22.072,57.849,22.117,8.066,-0.001,8.066,-0.004,9.593,1.41,28.61,-80.6,9.792,0.333,0,-4.462,-0.087,192.773,21.5,0.002,0,24.168,17.878,1.258,0.176,1603696.39,0,2.376,0.554,0.554,0.247,0.183,0.124,0.041,0.051,0,0,0,0,0,-0,0.007,5,19.635,79.272,-0.003,0.871,-3.279,1006.091,329.312,0.004,0.037
1.66,57.724,56.924,-22.02,57.726,22.065,8.12,-0.001,8.12,-0.004,9.585,1.397,28.61,-80.6,9.792,0.337,0,-2.806,-0.081,192.773,21.5,0.002,0,24.167,17.878,1.258,0.176,1600246.41,0,2.366,0.554,0.554,0.247,0.183,0.124,0.041,0.052,0,0,0,0,0,-0,0.007,5,19.635,79.252,-0.006,0.873,-3.281,1006.051,329.311,0.006,0.038
1.668,58.204,56.739,-21.935,57.541,21.981,8.201,-0.001,8.201,-0.004,9.574,1.421,28.61,-80.6,9.792,0.326,0,-0.344,-0.05,192.773,21.5,0.002,0,24.168,17.878,1.258,0.175,1595087.691,0,2.35,0.554,0.554,0.247,0.183,0.124,0.04,0.051,-0,0,0,0,0,-0,0.007,5,19.635,79.239,-0.009,0.876,-3.283,1005.991,329.309,0.008,0.038
1.681,58.92,56.462,-21.79,57.265,21.845,8.322,-0.001,8.322,-0.004,9.555,1.545,28.61,-80.6,9.792,0.272,0,2.994,-0.082,192.773,21.5,0.002,0,24.174,17.878,1.259,0.174,1587386.384,0,2.327,0.554,0.554,0.247,0.183,0.124,0.033,0.042,0,0,0,0,0,0,0.007,5,19.635,79.257,-0.012,0.88,-3.287,1005.902,329.307,0.013,0.038
1.698,59.881,56.092,-21.574,56.895,21.651,8.484,-0.001,8.484,-0.004,9.526,1.83,28.61,-80.6,9.792,0.148,-0,6.122,-0.145,192.773,21.5,0.002,0,24.188,17.878,1.262,0.173,1577072.694,0,2.297,0.554,0.554,0.247,0.183,0.124,0.018,0.022,0,0,0,0,0,0,0.007,5,19.635,79.338,-0.014,0.886,-3.291,1005.782,329.304,0.017,0.039
1.723,61.309,55.544,-21.251,56.346,21.373,8.728,-0.001,8.728,-0.004,9.473,2.283,28.61,-80.6,9.792,0.059,0,-6.728,-0.301,192.773,21.5,0.002,0,24.198,17.878,1.264,0.172,1561642.07,0,2.252,0.553,0.553,0.247,0.183,0.124,0.007,0.009,-0,0,0,0,0,-0,0.007,5,19.635,79.517,-0.012,0.873,-3.298,1005.604,329.3,0.026,0.039
1.762,63.426,54.737,-20.841,55.534,21.009,9.09,-0.001,9.09,-0.004,9.375,2.651,28.61,-80.6,9.792,0.246,-0,-0.842,-0.022,192.773,21.5,0.002,0,24.176,17.878,1.26,0.169,1538867.483,0,2.187,0.553,0.553,0.247,0.183,0.124,0.03,0.038,0,0,0,0,0,-0,0.007,5,19.635,79.687,-0.001,0.865,-3.308,1005.34,329.294,0.038,0.039
1.779,64.371,54.377,-20.677,55.171,20.856,9.251,-0.001,9.251,-0.003,9.327,2.73,28.61,-80.6,9.792,0.294,0,3.075,-0.089,192.773,21.5,0.002,0,24.17,17.878,1.258,0.168,1528786.636,0,2.158,0.553,0.553,0.247,0.183,0.124,0.036,0.045,0,0,0,0,0,0,0.007,5,19.635,79.668,0.006,0.876,-3.313,1005.222,329.291,0.017,0.04
1.796,65.284,54.03,-20.557,54.822,20.718,9.408,-0.001,9.408,-0.003,9.282,2.584,28.61,-80.6,9.792,0.241,0,6.774,-0.122,192.773,21.5,0.002,0,24.176,17.878,1.26,0.167,1519052.809,0,2.131,0.553,0.553,0.247,0.183,0.124,0.029,0.037,0,0,0,0,0,0,0.007,5,19.635,79.582,0.012,0.886,-3.318,1005.108,329.288,0.017,0.04
1.817,66.418,53.598,-20.437,54.387,20.56,9.603,-0.001,9.603,-0.003,9.231,2.243,28.61,-80.6,9.792,0.101,-0,9.587,-0.244,192.773,21.5,0.002,0,24.191,17.878,1.263,0.166,1506935.338,0,2.096,0.553,0.553,0.247,0.183,0.124,0.012,0.015,-0,0,0,0,0,0,0.007,5,19.635,79.403,0.015,0.891,-3.323,1004.967,329.285,0.021,0.04
1.849,68.101,52.955,-20.275,53.743,20.347,9.894,-0.001,9.894,-0.003,9.17,1.711,28.61,-80.6,9.792,0.132,-0,-8.764,-0.145,192.773,21.5,0.002,0,24.187,17.878,1.262,0.164,1488943.454,0,2.046,0.553,0.553,0.247,0.182,0.123,0.016,0.02,-0,0,0,0,0,-0,0.007,5,19.635,79.092,0.01,0.894,-3.331,1004.757,329.28,0.032,0.041
1.884,69.964,52.241,-20.032,53.03,20.089,10.218,-0.001,10.218,-0.003,9.116,1.511,28.61,-80.6,9.792,0.218,-0,-3.625,-0.046,192.773,21.5,0.002,0,24.177,17.878,1.26,0.162,1469263.879,0,1.993,0.553,0.553,0.247,0.182,0.123,0.027,0.033,-0,0,0,0,0,-0,0.007,5,19.635,78.867,0.001,0.938,-3.34,1004.525,329.275,0.035,0.041
1.906,71.127,51.795,-19.85,52.585,19.91,10.421,-0.001,10.421,-0.003,9.082,1.538,28.61,-80.6,9.792,0.198,0,0.043,-0.008,192.773,21.5,0.002,0,24.178,17.878,1.26,0.16,1456934.53,0,1.959,0.553,0.553,0.247,0.182,0.123,0.024,0.031,-0,0,0,0,0,0,0.007,5,19.635,78.832,-0.003,0.957,-3.346,1004.38,329.271,0.022,0.041
1.934,72.565,51.244,-19.592,52.035,19.669,10.674,-0.001,10.674,-0.003,9.037,1.73,28.61,-80.6,9.792,0.09,-0,3.102,-0.057,192.773,21.5,0.002,0,24.19,17.878,1.263,0.159,1441524.841,0,1.918,0.553,0.553,0.247,0.182,0.123,0.011,0.014,-0,0,0,0,0,0,0.007,5,19.635,78.886,-0.005,0.947,-3.353,1004.2,329.267,0.028,0.042
1.976,74.695,50.432,-19.201,51.221,19.317,11.051,-0.001,11.051,-0.003,8.955,2.115,28.61,-80.6,9.792,0.13,-0,-1.851,0.055,192.773,21.5,0.002,0,24.185,17.878,1.261,0.156,1418886.105,0,1.858,0.553,0.553,0.247,0.182,0.123,0.016,0.02,-0,0,0,0,0,-0,0.007,5,19.635,79.027,0.002,0.962,-3.363,1003.935,329.261,0.042,0.042
2.014,76.604,49.706,-18.908,50.491,19.034,11.391,-0.001,11.391,-0.003,8.87,2.185,28.61,-80.6,9.792,0.193,-0,3.04,0.012,192.773,21.5,0.002,0,24.177,17.878,1.26,0.154,1398567.366,0,1.805,0.552,0.552,0.247,0.182,0.123,0.024,0.03,0,0,0,0,0,0,0.006,5,19.635,79.016,0.007,0.971,-3.373,1003.696,329.255,0.038,0.042
2.042,77.986,49.18,-18.742,49.963,18.848,11.638,-0.001,11.638,-0.003,8.811,1.994,28.61,-80.6,9.792,0.111,0,6.034,-0.093,192.773,21.5,0.002,0,24.186,17.878,1.262,0.152,1383737.548,0,1.767,0.552,0.552,0.247,0.182,0.123,0.014,0.017,-0,0,0,0,0,0,0.006,5,19.635,78.882,0.007,0.952,-3.379,1003.524,329.251,0.028,0.043
2.084,80.031,48.399,-18.529,49.181,18.596,12.005,-0,12.005,-0.002,8.737,1.581,28.61,-80.6,9.792,0.092,-0,-5.635,0.009,192.773,21.5,0.002,0,24.188,17.878,1.262,0.15,1361783.536,0,1.711,0.552,0.552,0.247,0.182,0.123,0.011,0.015,-0,0,0,0,0,-0,0.006,5,19.635,78.603,0.005,0.924,-3.389,1003.269,329.245,0.042,0.043
2.134,82.428,47.479,-18.206,48.264,18.269,12.44,-0,12.44,-0.002,8.664,1.516,28.61,-80.6,9.792,0.109,0,-1.245,0.055,192.773,21.5,0.002,0,24.185,17.878,1.262,0.147,1336303.934,0,1.647,0.552,0.552,0.247,0.182,0.123,0.013,0.017,0,0,0,0,0,-0,0.006,5,19.635,78.419,0.01,0.939,-3.401,1002.97,329.238,0.05,0.043
2.179,84.527,46.674,-17.895,47.459,17.968,12.825,-0,12.825,-0.002,8.596,1.619,28.61,-80.6,9.792,0.025,0,0.475,0.019,192.773,21.5,0.002,0,24.194,17.878,1.263,0.145,1313924.712,0,1.592,0.552,0.552,0.247,0.182,0.123,0.003,0.003,-0,0,0,0,0,0,0.006,5,19.635,78.428,0.016,0.942,-3.411,1002.708,329.232,0.045,0.044
2.229,86.838,45.788,-17.554,46.572,17.64,13.253,-0,13.253,-0.002,8.51,1.741,28.61,-80.6,9.792,0.083,0,0.775,-0.064,192.773,21.5,0.002,0,24.187,17.878,1.262,0.142,1289134.901,0,1.533,0.552,0.552,0.247,0.182,0.123,0.01,0.013,-0,0,0,0,0,0,0.006,5,19.635,78.459,0.014,0.923,-3.422,1002.42,329.225,0.05,0.044
2.279,89.106,44.918,-17.261,45.701,17.343,13.676,-0,13.676,-0.001,8.422,1.687,28.61,-80.6,9.792,0.082,0,3.105,0.06,192.773,21.5,0.002,0,24.186,17.878,1.262,0.139,1264798.925,0,1.475,0.552,0.552,0.247,0.182,0.123,0.01,0.013,-0,0,0,0,0,0,0.006,5,19.635,78.363,0.004,0.907,-3.433,1002.137,329.218,0.05,0.044
2.329,91.33,44.062,-17.01,44.845,17.074,14.095,-0,14.095,-0.001,8.342,1.479,28.61,-80.6,9.792,0.025,-0,-4.126,0.681,192.773,21.5,0.002,0,24.192,17.878,1.263,0.137,1240830.05,0,1.42,0.551,0.551,0.247,0.182,0.122,0.003,0.004,0,0,0,0,0,-0,0.006,5,19.635,78.151,-0.006,0.881,-3.444,1001.86,329.212,0.05,0.044
2.379,93.512,43.218,-16.744,44.002,16.803,14.511,-0,14.511,-0.001,8.273,1.404,28.61,-80.6,9.792,0.051,-0,-2.429,0.248,192.773,21.5,0.002,0,24.189,17.878,1.262,0.134,1217450.197,0,1.367,0.551,0.551,0.247,0.182,0.122,0.006,0.008,-0,0,0,0,0,-0,0.006,5,19.635,77.967,-0.005,0.886,-3.455,1001.588,329.205,0.05,0.045
2.429,95.652,42.387,-16.474,43.174,16.533,14.923,-0,14.923,-0.001,8.203,1.4,28.61,-80.6,9.792,0.028,0,-2.009,-0.077,192.773,21.5,0.002,0,24.191,17.878,1.263,0.132,1194480.981,0,1.316,0.551,0.551,0.247,0.182,0.122,0.003,0.004,-0,0,0,0,0,-0,0.006,5,19.635,77.861,0.015,0.896,-3.465,1001.321,329.199,0.05,0.045
2.479,97.751,41.57,-16.211,42.358,16.271,15.331,-0,15.331,-0.001,8.132,1.396,28.61,-80.6,9.792,0.005,0,0.078,-1.659,192.773,21.5,0.002,0,24.193,17.878,1.263,0.129,1171704.026,0,1.266,0.551,0.551,0.247,0.182,0.122,0.001,0,-0,0,0,0,0,0,0.005,5,19.635,77.782,0.029,0.872,-3.475,1001.059,329.193,0.05,0.045
2.529,99.81,40.766,-15.95,41.556,16.014,15.736,-0,15.736,-0,8.062,1.432,28.61,-80.6,9.792,0.059,-0,1.939,-0.152,192.773,21.5,0.002,0,24.186,17.878,1.262,0.127,1149448.793,0,1.218,0.551,0.551,0.247,0.182,0.122,0.007,0.009,0,0,0,0,0,0,0.005,5,19.635,77.698,0.026,0.875,-3.485,1000.802,329.187,0.05,0.046
2.579,101.828,39.975,-15.711,40.766,15.774,16.137,-0,16.137,-0,7.99,1.412,28.61,-80.6,9.792,0.072,0,3.766,0.048,192.773,21.5,0.002,0,24.184,17.878,1.261,0.124,1127659.004,0,1.172,0.551,0.551,0.247,0.182,0.122,0.009,0.011,-0,0,0,0,0,0,0.005,5,19.635,77.549,0.013,0.897,-3.495,1000.551,329.181,0.05,0.046
2.629,103.807,39.195,-15.489,39.987,15.548,16.535,0,16.535,0,7.921,1.356,28.61,-80.6,9.792,0.052,-0,4.952,0.426,192.773,21.5,0.002,0,24.186,17.878,1.262,0.122,1106322.574,0,1.128,0.551,0.551,0.247,0.182,0.122,0.006,0.008,-0,0,0,0,0,0,0.005,5,19.635,77.318,-0.005,0.936,-3.505,1000.304,329.175,0.05,0.046
2.679,105.748,38.426,-15.297,39.22,15.343,16.929,0,16.929,0,7.856,1.199,28.61,-80.6,9.792,0.057,0,-5.467,0.404,192.773,21.5,0.002,0,24.185,17.878,1.261,0.12,1085127.478,0,1.086,0.551,0.551,0.247,0.182,0.122,0.007,0.008,-0,0,0,0,0,-0,0.005,5,19.635,77.041,-0.017,0.945,-3.514,1000.062,329.169,0.05,0.047
2.729,107.65,37.666,-15.088,38.465,15.132,17.321,0,17.321,0,7.799,1.154,28.61,-80.6,9.792,0.074,-0,-3.34,0.339,192.773,21.5,0.002,0,24.182,17.878,1.261,0.117,1064327.242,0,1.044,0.551,0.551,0.247,0.181,0.122,0.009,0.011,-0,0,0,0,0,-0,0.005,5,19.635,76.814,-0.009,0.965,-3.524,999.825,329.164,0.05,0.047
2.779,109.515,36.917,-14.874,37.719,14.919,17.709,0,17.709,0.001,7.741,1.157,28.61,-80.6,9.792,0.044,0,-2.797,-0.04,192.773,21.5,0.002,0,24.185,17.878,1.262,0.115,1043811.036,0,1.004,0.551,0.551,0.247,0.181,0.122,0.005,0.007,0,0,0,0,0,-0,0.005,5,19.635,76.668,0.011,0.981,-3.533,999.592,329.158,0.05,0.047
2.829,111.342,36.178,-14.654,36.985,14.705,18.095,0,18.095,0.001,7.682,1.221,28.61,-80.6,9.792,0.047,-0,2.304,-0.193,192.773,21.5,0.002,0,24.185,17.878,1.261,0.113,1023629.041,0,0.966,0.55,0.55,0.247,0.181,0.122,0.006,0.008,-0,0,0,0,0,0,0.005,5,19.635,76.553,0.024,1.001,-3.542,999.364,329.153,0.05,0.048
2.879,113.133,35.451,-14.443,36.261,14.5,18.477,0,18.477,0.001,7.619,1.283,28.61,-80.6,9.792,0.139,-0,4.087,-0.13,192.773,21.5,0.002,0,24.174,17.878,1.259,0.111,1003982.853,0,0.929,0.55,0.55,0.247,0.181,0.122,0.017,0.021,0,0,0,0,0,0,0.005,5,19.635,76.397,0.022,1.059,-3.55,999.141,329.147,0.05,0.048
2.929,114.887,34.734,-14.269,35.546,14.32,18.857,0,18.857,0.001,7.555,1.207,28.61,-80.6,9.792,0.091,-0,6.639,-0.019,192.773,21.5,0.002,0,24.179,17.878,1.26,0.109,984454.857,0,0.893,0.55,0.55,0.247,0.181,0.122,0.011,0.013,-0,0,0,0,0,0,0.005,5,19.635,76.121,0.013,1.091,-3.559,998.922,329.142,0.05,0.048
2.979,116.606,34.024,-14.119,34.84,14.159,19.233,0,19.233,0.001,7.498,1.064,28.61,-80.6,9.792,0.037,0,-6.845,0.206,192.773,21.5,0.002,0,24.185,17.878,1.261,0.107,965072.867,0,0.859,0.55,0.55,0.247,0.181,0.121,0.004,0.006,-0,0,0,0,0,-0,0.004,5,19.635,75.768,-0,1.103,-3.567,998.708,329.137,0.05,0.048
