# Simulation 1 (Up to date)
# 263 data points written for 54 variables.
#
Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
6.74,163.275,-5.886,-1.47,8.46,9.385,42.958,0.008,42.958,0.01,4.816,9.27,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.026,231639.786,0,2.402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.261,-3.795,992.855,328.999,0.044,0.071
6.791,162.974,-5.968,-1.628,8.213,8.574,43.191,0.008,43.191,0.01,4.39,8.418,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.026,224883.201,0,2.261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.253,-3.794,992.887,329,0.051,0.071
6.855,162.587,-6.08,-1.738,7.98,7.832,43.457,0.008,43.457,0.01,3.899,7.637,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.025,218504.462,0,2.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.27,-3.793,992.925,329.001,0.064,0.071
6.933,162.111,-6.221,-1.816,7.775,7.05,43.739,0.008,43.739,0.01,3.371,6.812,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.024,212903.623,0,2.022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.294,-3.791,992.973,329.002,0.078,0.071
7.014,161.598,-6.374,-1.887,7.599,6.158,43.994,0.008,43.994,0.011,2.894,5.862,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.024,208073.836,0,1.897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.242,-3.788,993.033,329.003,0.081,0.071
7.109,160.987,-6.554,-1.899,7.461,5.35,44.245,0.008,44.245,0.011,2.421,5.002,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,204323.493,0,1.801,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.146,-3.786,993.097,329.005,0.095,0.072
7.246,160.066,-6.799,-1.781,7.409,4.678,44.538,0.008,44.538,0.011,1.824,4.326,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,202900.323,0,1.755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.119,-3.783,993.173,329.006,0.138,0.072
7.429,158.799,-7.075,-1.51,7.443,3.923,44.811,0.009,44.811,0.011,1.163,3.621,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,203862.773,0,1.742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.149,-3.779,993.288,329.009,0.183,0.072
7.593,157.625,-7.275,-1.221,7.467,2.821,44.967,0.009,44.967,0.011,0.747,2.543,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.022,204538.408,0,1.724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.937,-3.772,993.446,329.013,0.164,0.072
7.875,155.538,-7.52,-0.87,7.602,2.256,45.095,0.009,45.095,0.011,0.16,2.081,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,208249.302,0,1.766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.951,-3.767,993.592,329.016,0.282,0.072
8.249,152.699,-7.665,-0.387,7.692,1.55,45.05,0.009,45.05,0.012,0.401,1.501,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,210753.953,0,1.836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.041,-3.756,993.852,329.022,0.374,0.072
8.749,148.854,-7.715,-0.101,7.72,0.89,44.739,0.009,44.739,0.012,0.843,0.884,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,211578.006,0,1.876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.101,-3.743,994.206,329.031,0.5,0.072
9.249,144.995,-7.719,-0.006,7.719,0.243,44.287,0.009,44.287,0.012,0.965,0.243,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,211633.705,0,1.887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.036,-3.724,994.686,329.042,0.5,0.072
9.749,141.136,-7.717,0.003,7.717,0.092,43.793,0.009,43.793,0.012,1.011,0.092,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,211658.379,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.038,-3.705,995.167,329.054,0.5,0.072
10.249,137.278,-7.715,0.004,7.715,0.128,43.271,0.009,43.271,0.012,1.075,0.128,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,211686.288,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.112,-3.686,995.648,329.065,0.5,0.072
10.749,133.421,-7.714,0.003,7.714,0.13,42.718,0.009,42.718,0.012,1.139,0.13,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,211719.82,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.178,-3.668,996.13,329.076,0.5,0.072
11.249,129.565,-7.712,0.004,7.712,0.173,42.17,0.009,42.17,0.012,1.053,0.173,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,211744.659,0,1.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.004,-3.649,996.611,329.088,0.5,0.072
11.749,125.709,-7.711,0.002,7.711,0.062,41.651,0.009,41.651,0.013,1.022,0.062,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,211793.919,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.005,-3.63,997.092,329.099,0.5,0.072
12.249,121.854,-7.709,0.005,7.709,0.153,41.121,0.009,41.121,0.013,1.098,0.153,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,211809.7,0,1.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.143,-3.611,997.572,329.11,0.5,0.073
12.749,118,-7.708,0.002,7.708,0.047,40.578,0.009,40.578,0.013,1.075,0.047,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,211858.997,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.062,-3.593,998.053,329.122,0.5,0.073
13.249,114.146,-7.706,0.005,7.706,0.161,40.06,0.009,40.06,0.013,0.995,0.161,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,211872.739,0,1.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.949,-3.574,998.534,329.133,0.5,0.073
13.749,110.294,-7.705,0.002,7.705,0.056,39.57,0.009,39.57,0.013,0.967,0.056,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,211923.534,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.951,-3.555,999.014,329.144,0.5,0.073
14.249,106.442,-7.703,0.004,7.703,0.096,39.075,0.009,39.075,0.013,1.015,0.096,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,211946.34,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.043,-3.536,999.495,329.156,0.5,0.073
14.749,102.591,-7.702,0.003,7.702,0.029,38.564,0.009,38.564,0.013,1.029,0.029,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,211985.976,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.038,-3.518,999.975,329.167,0.5,0.073
15.249,98.741,-7.7,0.003,7.7,0.034,38.045,0.009,38.045,0.013,1.046,0.034,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212015.511,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.056,-3.499,1000.456,329.179,0.5,0.073
15.749,94.891,-7.698,0.003,7.698,0.009,37.523,0.009,37.523,0.014,1.042,0.009,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212048.928,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.04,-3.48,1000.936,329.19,0.5,0.073
16.249,91.042,-7.697,0.003,7.697,0.015,37,0.009,37,0.014,1.049,0.015,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212080.51,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.054,-3.462,1001.416,329.201,0.5,0.073
16.749,87.194,-7.695,0.004,7.695,0.154,36.495,0.009,36.495,0.014,0.972,0.154,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212099.731,0,1.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.929,-3.443,1001.896,329.213,0.5,0.073
17.249,83.347,-7.694,0.002,7.694,0.092,36.02,0.009,36.02,0.014,0.926,0.092,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212144.704,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.9,-3.424,1002.376,329.224,0.5,0.073
17.749,79.501,-7.692,0.003,7.692,0.023,35.555,0.009,35.555,0.014,0.937,0.023,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212177.073,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.944,-3.405,1002.855,329.235,0.5,0.073
18.249,75.655,-7.69,0.003,7.69,0.081,35.096,0.009,35.096,0.014,0.897,0.081,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212205.308,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.874,-3.387,1003.335,329.247,0.5,0.073
18.749,71.811,-7.689,0.003,7.689,0.014,34.65,0.009,34.65,0.014,0.89,0.014,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212242.115,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.887,-3.368,1003.815,329.258,0.5,0.074
19.249,67.967,-7.687,0.004,7.687,0.106,34.191,0.009,34.191,0.015,0.943,0.106,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212266.271,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.974,-3.349,1004.294,329.269,0.5,0.074
19.749,64.124,-7.685,0.004,7.685,0.203,33.695,0.009,33.695,0.015,1.044,0.203,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212283.822,0,1.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.103,-3.331,1004.774,329.281,0.5,0.074
20.249,60.281,-7.684,0.001,7.684,0.023,33.169,0.009,33.169,0.015,1.056,0.023,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212343.553,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.063,-3.312,1005.253,329.292,0.5,0.074
20.749,56.44,-7.683,0.004,7.683,0.05,32.648,0.009,32.648,0.015,1.031,0.05,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212365.041,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.018,-3.293,1005.732,329.303,0.5,0.074
21.249,52.599,-7.681,0.003,7.681,0.055,32.139,0.009,32.139,0.015,1.003,0.055,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212399.489,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.988,-3.275,1006.211,329.315,0.5,0.074
21.749,48.759,-7.68,0.003,7.68,0.038,31.642,0.009,31.642,0.016,0.984,0.038,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212431.555,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.974,-3.256,1006.69,329.326,0.5,0.074
22.249,44.919,-7.678,0.003,7.678,0.093,31.162,0.009,31.162,0.016,0.938,0.093,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212459.211,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.912,-3.237,1007.169,329.337,0.5,0.081
22.749,41.081,-7.676,0.003,7.676,0.125,30.708,0.009,30.708,0.016,0.875,0.125,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212488.564,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.841,-3.218,1007.648,329.349,0.5,0.081
23.249,37.243,-7.674,0.003,7.675,0.15,30.252,0.008,30.252,0.016,0.95,0.15,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212517.283,0,1.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.994,-3.2,1008.127,329.36,0.5,0.081
23.749,33.406,-7.673,0.002,7.673,0.041,29.772,0.008,29.772,0.016,0.971,0.041,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212561.852,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,0.983,-3.181,1008.605,329.371,0.5,0.081
24.249,29.571,-7.669,0.009,7.669,0.344,29.243,0.008,29.243,0.017,1.143,0.344,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212523.249,0,1.891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.241,-3.162,1009.084,329.382,0.5,0.081
24.749,25.736,-7.671,-0.004,7.671,0.075,28.662,0.008,28.662,0.017,1.181,0.075,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212642.375,0,1.887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.203,-3.144,1009.562,329.394,0.5,0.082
25.249,21.901,-7.668,0.006,7.668,0.118,28.087,0.008,28.087,0.017,1.122,0.118,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212640.595,0,1.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.089,-3.125,1010.04,329.405,0.5,0.082
25.749,18.067,-7.667,0.002,7.667,0.003,27.526,0.008,27.526,0.017,1.12,0.003,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212689.635,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.12,-3.107,1010.519,329.416,0.5,0.082
26.249,14.234,-7.665,0.004,7.665,0.113,26.98,0.008,26.98,0.018,1.064,0.112,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212708.803,0,1.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.033,-3.088,1010.997,329.428,0.5,0.082
26.749,10.402,-7.664,0.002,7.664,0.061,26.441,0.008,26.441,0.018,1.094,0.061,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212749.298,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.113,-3.069,1011.475,329.439,0.5,0.082
27.249,6.57,-7.662,0.004,7.662,0.12,25.909,0.008,25.909,0.018,1.034,0.12,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212772.062,0,1.889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.001,-3.051,1011.953,329.45,0.5,0.082
27.749,2.739,-7.661,0.002,7.661,0.043,25.386,0.008,25.386,0.019,1.056,0.043,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212813.552,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.068,-3.032,1012.431,329.462,0.5,0.082
# Event GROUND_HIT occurred at t=28.106 seconds
# Event SIMULATION_END occurred at t=28.106 seconds
28.106,0,-7.66,0.003,7.66,0.066,25.013,0.008,25.013,0.019,1.032,0.066,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,192.773,21.5,NaN,NaN,NaN,NaN,NaN,0.023,212854.734,0,1.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.005,-3.013,1012.908,329.473,0.358,0.082
