millis,roll,pitch,yaw,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,CurrentTemp,CurrentPres,altitude,altitude_lissee,max_altitude,phase_vol,source,time_sec,alt
363087.0,-68.62,-8.17,0.93,1.31,0.22,-1.41,-5.41,-0.98,-0.19,16.37,99681.94,144.26,144.76,145.56,0.0,vol 6,6.637,140.79241379310344
363097.0,-68.62,-8.23,0.92,1.43,0.29,-1.47,-5.42,-1.1,-0.28,16.37,99681.94,144.26,144.71,145.56,0.0,vol 6,6.647,140.79241379310344
363107.0,-68.62,-8.25,0.92,1.51,0.35,-1.53,-5.41,-1.22,-0.39,16.37,99681.94,144.26,144.67,145.56,0.0,vol 6,6.657,140.79241379310344
363117.0,-68.62,-8.3,0.91,1.59,0.41,-1.56,-5.4,-1.34,-0.51,16.37,99685.62,143.95,144.59,145.56,0.0,vol 6,6.667,140.48241379310343
363127.0,-68.58,-8.35,0.91,1.71,0.53,-1.58,-5.38,-1.47,-0.67,16.37,99685.62,143.95,144.53,145.56,0.0,vol 6,6.677,140.48241379310343
363137.0,-68.58,-8.34,0.9,1.7,0.58,-1.59,-5.35,-1.58,-0.83,16.37,99685.62,143.95,144.47,145.56,0.0,vol 6,6.687,140.48241379310343
363147.0,-68.56,-8.34,0.89,1.72,0.67,-1.61,-5.33,-1.71,-1.02,16.37,99685.62,143.54,144.38,145.56,0.0,vol 6,6.697,140.07241379310344
363157.0,-68.49,-8.38,0.88,1.81,0.83,-1.6,-5.31,-1.84,-1.23,16.37,99690.48,143.54,144.29,145.56,0.0,vol 6,6.707,140.07241379310344
363167.0,-68.38,-8.47,0.86,2.07,1.1,-1.58,-5.29,-1.98,-1.46,16.37,99690.48,143.54,144.22,145.56,0.0,vol 6,6.717,140.07241379310344
363177.0,-68.32,-8.53,0.85,2.3,1.34,-1.58,-5.25,-2.13,-1.7,16.37,99690.48,143.54,144.15,145.56,0.0,vol 6,6.727,140.07241379310344
363187.0,-68.25,-8.62,0.83,3.25,2.03,-1.86,-5.17,-2.27,-1.9,16.38,99697.73,142.92,144.03,145.56,0.0,vol 6,6.737,139.45241379310343
363197.0,-68.24,-8.49,0.81,2.99,2.07,-2.01,-5.01,-2.39,-2.08,16.38,99697.73,142.92,143.92,145.56,0.0,vol 6,6.747,139.45241379310343
363206.0,-68.35,-8.39,0.78,3.72,2.59,-3.05,-4.81,-2.47,-2.3,16.38,99697.73,142.92,143.82,145.56,0.0,vol 6,6.756,139.45241379310343
363217.0,-68.29,-8.36,0.76,7.27,5.59,-6.03,-3.92,-2.3,-2.23,16.38,99697.73,142.92,143.73,145.56,0.0,vol 6,6.767,139.45241379310343
363227.0,-68.27,-8.4,0.75,11.99,9.33,-9.34,-1.67,-1.76,-1.44,16.38,99706.5,142.19,143.57,145.56,0.0,vol 6,6.777,138.72241379310344
363237.0,-68.31,-8.53,0.75,16.33,11.64,-11.36,1.68,-0.94,-0.01,16.38,99706.5,142.19,143.44,145.56,0.0,vol 6,6.787,138.72241379310344
363247.0,-68.47,-8.59,0.76,19.4,11.17,-14.5,5.75,0.29,1.63,16.38,99706.5,142.19,143.31,145.56,0.0,vol 6,6.797,138.72241379310344
363257.0,-68.53,-8.64,0.79,20.84,9.94,-15.51,10.14,1.94,3.08,16.38,99706.5,142.19,143.2,145.56,0.0,vol 6,6.807,138.72241379310344
363266.0,-68.51,-8.75,0.83,20.63,8.13,-13.86,14.05,3.66,4.04,16.38,99710.52,141.85,143.06,145.56,0.0,vol 6,6.816,138.38241379310344
363276.0,-68.5,-8.83,0.88,18.63,5.55,-11.59,16.97,5.18,4.33,16.38,99710.52,141.85,142.94,145.56,0.0,vol 6,6.826,138.38241379310344
363286.0,-68.44,-8.82,0.92,15.37,3.66,-9.42,17.43,6.38,3.98,16.38,99710.52,141.85,142.83,145.56,0.0,vol 6,6.836,138.38241379310344
363296.0,-68.32,-8.65,0.95,11.61,2.6,-7.96,17.43,7.27,3.18,16.38,99711.86,141.73,142.72,145.56,0.0,vol 6,6.846,138.26241379310343
363306.0,-68.16,-8.36,0.97,8.23,1.94,-6.97,17.43,7.9,2.1,16.38,99711.86,141.73,142.62,145.56,0.0,vol 6,6.856,138.26241379310343
363316.0,-67.98,-7.96,0.98,5.53,1.53,-6.23,17.43,8.28,0.82,16.38,99711.86,141.73,142.53,145.56,0.0,vol 6,6.866,138.26241379310343
363326.0,-67.76,-7.5,0.97,3.5,1.39,-5.58,17.43,8.39,-0.59,16.38,99711.86,141.73,142.45,145.56,0.0,vol 6,6.876,138.26241379310343
363336.0,-67.34,-7.14,0.95,2.27,1.73,-4.77,17.43,8.21,-2.04,16.38,99712.76,141.66,142.37,145.56,0.0,vol 6,6.886,138.19241379310344
363346.0,-66.44,-6.99,0.92,1.96,3.08,-3.67,17.43,7.69,-3.37,16.38,99712.76,141.66,142.3,145.56,0.0,vol 6,6.896,138.19241379310344
363356.0,-65.36,-6.8,0.87,2.15,5.62,-2.53,17.43,6.81,-4.36,16.38,99712.76,141.66,142.24,145.56,0.0,vol 6,6.906,138.19241379310344
363366.0,-64.8,-6.64,0.83,2.83,9.29,-2.15,17.43,5.67,-4.77,16.38,99712.76,141.66,142.18,145.56,0.0,vol 6,6.916,138.19241379310344
363376.0,-64.72,-6.59,0.78,3.72,12.04,-3.54,17.43,4.51,-4.51,16.38,99717.11,141.29,142.09,145.56,0.0,vol 6,6.926,137.82241379310344
363386.0,-64.83,-6.59,0.74,4.27,12.44,-5.75,17.43,3.56,-3.89,16.38,99717.11,141.29,142.01,145.56,0.0,vol 6,6.936,137.82241379310344
363396.0,-65.01,-6.58,0.71,4.41,11.31,-7.97,17.43,2.85,-3.23,16.38,99717.11,141.29,141.94,145.56,0.0,vol 6,6.946,137.82241379310344
363406.0,-65.26,-6.53,0.69,4.18,9.55,-10.01,17.43,2.32,-2.71,16.38,99717.11,140.81,141.83,145.56,0.0,vol 6,6.956,137.34241379310345
363416.0,-65.54,-6.47,0.66,4.19,7.65,-12.47,17.43,1.92,-2.33,16.38,99722.8,140.81,141.72,145.56,0.0,vol 6,6.966,137.34241379310345
363426.0,-65.91,-6.48,0.64,5.02,4.95,-16.12,17.43,1.72,-2.11,16.38,99722.8,140.81,141.63,145.56,0.0,vol 6,6.976,137.34241379310345
363436.0,-66.26,-6.51,0.62,6.07,1.17,-19.03,17.43,1.74,-2.19,16.38,99722.8,140.81,141.55,145.56,0.0,vol 6,6.986,137.34241379310345
363446.0,-66.46,-6.53,0.59,6.59,-2.13,-19.38,17.43,1.65,-2.62,16.38,99727.52,140.41,141.44,145.56,0.0,vol 6,6.996,136.94241379310344
363456.0,-66.55,-6.55,0.56,6.37,-3.95,-17.77,17.43,1.14,-3.16,16.38,99727.52,140.41,141.33,145.56,0.0,vol 6,7.006,136.94241379310344
363466.0,-66.52,-6.51,0.53,5.43,-4.57,-15.72,17.43,0.22,-3.49,16.38,99727.52,140.41,141.24,145.56,0.0,vol 6,7.016,136.94241379310344
363475.0,-66.45,-6.45,0.49,4.37,-4.68,-13.85,17.43,-0.93,-3.41,16.38,99727.52,140.41,141.16,145.56,0.0,vol 6,7.025,136.94241379310344
363484.0,-66.37,-6.43,0.47,3.73,-4.6,-12.34,17.43,-1.97,-2.94,16.38,99730.37,140.17,141.06,145.56,0.0,vol 6,7.034,136.70241379310343
363494.0,-66.26,-6.47,0.45,3.43,-4.4,-11.0,17.43,-2.86,-2.12,16.38,99730.37,140.17,140.97,145.56,0.0,vol 6,7.044,136.70241379310343
363504.0,-66.12,-6.56,0.44,3.35,-4.11,-9.8,17.43,-3.55,-0.88,16.38,99730.37,140.17,140.89,145.56,0.0,vol 6,7.054,136.70241379310343
363514.0,-65.96,-6.7,0.44,3.51,-3.8,-8.85,17.43,-3.79,0.57,16.38,99730.37,140.17,140.82,145.56,0.0,vol 6,7.064,136.70241379310343
363524.0,-65.79,-6.91,0.46,4.02,-3.56,-8.02,17.43,-3.52,2.05,16.38,99730.88,140.13,140.75,145.56,0.0,vol 6,7.074,136.66241379310344
363534.0,-65.62,-7.29,0.5,5.23,-3.51,-7.1,17.43,-2.67,3.5,16.38,99730.88,140.13,140.69,145.56,0.0,vol 6,7.084,136.66241379310344
363544.0,-65.46,-7.77,0.54,6.97,-3.69,-5.93,17.43,-1.53,4.45,16.38,99730.88,140.13,140.63,145.56,0.0,vol 6,7.094,136.66241379310344
363554.0,-65.22,-8.32,0.59,9.17,-3.7,-4.21,17.43,-0.39,4.92,16.38,99730.88,140.21,140.59,145.56,0.0,vol 6,7.104,136.74241379310345
363565.0,-64.8,-9.0,0.65,12.32,-3.1,0.11,17.43,0.77,5.04,16.38,99729.87,140.21,140.55,145.56,0.0,vol 6,7.115,136.74241379310345
363575.0,-64.4,-8.62,0.7,14.85,-2.32,5.99,17.43,1.16,4.87,16.38,99729.87,140.21,140.52,145.56,0.0,vol 6,7.125,136.74241379310345
363585.0,-64.1,-8.16,0.74,16.75,-1.82,11.44,17.43,0.69,4.56,16.38,99729.87,140.21,140.49,145.56,0.0,vol 6,7.135,136.74241379310345
363595.0,-63.86,-7.98,0.78,17.72,-1.28,14.48,17.43,-0.43,4.25,16.39,99732.09,140.03,140.44,145.56,0.0,vol 6,7.145,136.56241379310345
363605.0,-63.68,-7.9,0.82,16.95,-0.87,15.08,15.59,-1.91,3.97,16.39,99732.09,140.03,140.4,145.56,0.0,vol 6,7.155,136.56241379310345
363615.0,-63.58,-7.89,0.86,14.22,-0.78,13.15,11.28,-3.41,3.67,16.39,99732.09,140.03,140.36,145.56,0.0,vol 6,7.165,136.56241379310345
363625.0,-63.5,-7.92,0.89,10.51,-0.57,9.88,7.78,-4.61,3.33,16.39,99732.09,140.03,140.33,145.56,0.0,vol 6,7.175,136.56241379310345
363635.0,-63.44,-7.97,0.92,7.23,-0.34,6.81,4.93,-5.51,2.95,16.39,99736.29,139.67,140.26,145.56,0.0,vol 6,7.185,136.20241379310343
363645.0,-63.41,-8.06,0.95,5.21,-0.23,4.75,3.04,-6.05,2.6,16.39,99736.29,139.67,140.21,145.56,0.0,vol 6,7.195,136.20241379310343
363655.0,-63.4,-8.3,0.97,4.35,-0.2,3.39,1.75,-6.39,2.31,16.39,99736.29,139.67,140.15,145.56,0.0,vol 6,7.205,136.20241379310343
363665.0,-63.47,-8.92,0.99,4.91,-0.38,2.16,0.63,-6.68,1.99,16.39,99736.29,139.67,140.1,145.56,0.0,vol 6,7.215,136.20241379310343
363675.0,-63.78,-9.47,1.01,6.11,-1.28,0.16,-0.2,-6.86,1.65,16.39,99740.81,139.29,140.02,145.56,0.0,vol 6,7.225,135.82241379310344
363685.0,-64.26,-8.62,1.02,8.04,-3.91,-3.96,-0.56,-6.72,1.15,16.39,99740.81,139.29,139.95,145.56,0.0,vol 6,7.235,135.82241379310344
363694.0,-64.33,-8.33,1.02,9.41,-5.54,-6.96,-0.34,-6.11,0.42,16.39,99740.81,139.29,139.88,145.56,0.0,vol 6,7.244,135.82241379310344
363704.0,-64.21,-8.38,1.02,9.18,-4.84,-7.21,0.24,-5.34,-0.28,16.39,99745.5,138.9,139.79,145.56,0.0,vol 6,7.254,135.43241379310345
363714.0,-64.11,-8.46,1.01,7.68,-3.57,-6.1,0.86,-4.68,-0.82,16.39,99745.5,138.9,139.7,145.56,0.0,vol 6,7.264,135.43241379310345
363724.0,-64.0,-8.52,1.0,6.07,-2.49,-4.92,1.37,-4.21,-1.23,16.39,99745.5,138.9,139.62,145.56,0.0,vol 6,7.274,135.43241379310345
363734.0,-63.86,-8.56,0.98,4.84,-1.64,-4.05,1.76,-3.91,-1.53,16.39,99745.5,138.9,139.54,145.56,0.0,vol 6,7.284,135.43241379310345
363744.0,-63.66,-8.6,0.97,4.0,-0.94,-3.46,2.07,-3.73,-1.75,16.39,99750.34,138.49,139.44,145.56,0.0,vol 6,7.294,135.02241379310345
363754.0,-63.43,-8.61,0.95,3.45,-0.39,-3.15,2.35,-3.66,-1.91,16.39,99750.34,138.49,139.34,145.56,0.0,vol 6,7.304,135.02241379310345
363764.0,-63.21,-8.54,0.93,2.99,0.0,-3.02,2.61,-3.65,-2.01,16.39,99750.34,138.49,139.26,145.56,0.0,vol 6,7.314,135.02241379310345
363774.0,-63.01,-8.42,0.91,2.68,0.3,-3.07,2.86,-3.69,-2.07,16.39,99750.34,138.49,139.18,145.56,0.0,vol 6,7.324,135.02241379310345
363784.0,-62.88,-8.33,0.89,2.71,0.52,-3.48,3.14,-3.75,-2.1,16.39,99755.55,138.05,139.07,145.56,0.0,vol 6,7.334,134.58241379310346
363794.0,-62.93,-8.28,0.86,3.41,0.46,-4.74,3.57,-3.77,-2.08,16.39,99755.55,138.05,138.97,145.56,0.0,vol 6,7.344,134.58241379310346
363804.0,-63.16,-8.23,0.84,4.6,-0.29,-6.93,4.26,-3.63,-2.07,16.39,99755.55,138.05,138.87,145.56,0.0,vol 6,7.354,134.58241379310346
363814.0,-63.29,-8.2,0.83,5.34,-1.13,-8.48,5.21,-3.3,-2.13,16.39,99755.55,137.61,138.75,145.56,0.0,vol 6,7.364,134.14241379310346
363824.0,-63.2,-8.16,0.8,4.9,-0.97,-8.32,6.17,-2.98,-2.22,16.39,99761.13,137.58,138.63,145.56,0.0,vol 6,7.374,134.11241379310346
363834.0,-63.04,-8.08,0.78,4.09,-0.57,-7.8,7.0,-2.81,-2.27,16.39,99761.13,137.58,138.53,145.56,0.0,vol 6,7.384,134.11241379310346
363844.0,-62.89,-8.02,0.76,3.65,-0.26,-7.72,7.74,-2.75,-2.26,16.39,99761.13,137.58,138.43,145.56,0.0,vol 6,7.394,134.11241379310346
363854.0,-62.77,-7.97,0.73,3.44,-0.1,-7.93,8.48,-2.76,-2.16,16.39,99766.48,137.13,138.3,145.56,0.0,vol 6,7.404,133.66241379310344
363864.0,-62.71,-7.89,0.72,3.06,-0.16,-7.99,9.2,-2.82,-2.01,16.39,99766.48,137.13,138.18,145.56,0.0,vol 6,7.414,133.66241379310344
363874.0,-62.71,-7.89,0.7,3.08,-0.55,-8.39,9.87,-2.92,-1.81,16.39,99766.48,137.13,138.08,145.56,0.0,vol 6,7.424,133.66241379310344
363883.0,-62.82,-7.96,0.68,3.59,-1.55,-9.17,10.54,-3.0,-1.6,16.39,99766.48,137.13,137.98,145.56,0.0,vol 6,7.433,133.66241379310344
363893.0,-62.97,-8.07,0.67,4.47,-2.98,-9.95,11.11,-3.03,-1.47,16.39,99771.67,136.69,137.85,145.56,0.0,vol 6,7.443,133.22241379310344
363903.0,-63.05,-8.22,0.65,5.72,-4.44,-10.69,11.72,-3.02,-1.4,16.39,99771.67,136.69,137.74,145.56,0.0,vol 6,7.453,133.22241379310344
363913.0,-63.08,-8.32,0.64,6.89,-5.9,-11.44,12.31,-2.97,-1.4,16.39,99771.67,136.69,137.63,145.56,0.0,vol 6,7.463,133.22241379310344
363923.0,-63.09,-8.4,0.62,7.94,-7.42,-12.03,12.87,-2.89,-1.48,16.39,99771.67,136.69,137.54,145.56,0.0,vol 6,7.473,133.22241379310344
363933.0,-63.11,-8.48,0.61,8.76,-8.8,-11.85,13.32,-2.82,-1.65,16.39,99778.03,136.15,137.4,145.56,0.0,vol 6,7.483,132.68241379310345
363944.0,-63.13,-8.59,0.59,9.35,-9.84,-10.8,13.5,-2.88,-1.93,16.39,99778.03,136.15,137.28,145.56,0.0,vol 6,7.494,132.68241379310345
363953.0,-63.1,-8.65,0.57,9.43,-10.24,-9.84,13.44,-3.08,-2.17,16.39,99778.03,136.15,137.16,145.56,0.0,vol 6,7.503,132.68241379310345
363962.0,-63.07,-8.67,0.55,8.96,-10.29,-8.93,13.28,-3.34,-2.33,16.39,99778.03,135.74,137.02,145.56,0.0,vol 6,7.512,132.27241379310345
363972.0,-63.03,-8.64,0.52,7.84,-9.87,-8.01,13.08,-3.68,-2.4,16.39,99783.29,135.71,136.89,145.56,0.0,vol 6,7.522,132.24241379310345
363982.0,-63.0,-8.58,0.5,6.46,-9.17,-7.14,12.95,-4.01,-2.32,16.39,99783.29,135.71,136.77,145.56,0.0,vol 6,7.532,132.24241379310345
363992.0,-62.98,-8.48,0.48,4.91,-8.25,-6.17,12.86,-4.39,-2.05,16.39,99783.29,135.71,136.67,145.56,0.0,vol 6,7.542,132.24241379310345
364002.0,-62.99,-8.36,0.46,3.61,-7.48,-5.27,12.85,-4.74,-1.58,16.39,99786.14,135.47,136.55,145.56,0.0,vol 6,7.552,132.00241379310344
364012.0,-63.02,-8.26,0.45,2.63,-6.96,-4.43,12.92,-5.04,-0.94,16.39,99786.14,135.47,136.44,145.56,0.0,vol 6,7.562,132.00241379310344
364022.0,-63.09,-8.17,0.45,1.93,-6.65,-3.63,13.05,-5.26,-0.16,16.39,99786.14,135.47,136.34,145.56,0.0,vol 6,7.572,132.00241379310344
364032.0,-63.2,-8.14,0.46,1.56,-6.58,-2.78,13.22,-5.37,0.72,16.39,99786.14,135.47,136.26,145.56,0.0,vol 6,7.582,132.00241379310344
364042.0,-63.36,-8.18,0.48,1.52,-6.97,-1.78,13.37,-5.39,1.73,16.39,99787.64,135.34,136.16,145.56,0.0,vol 6,7.592,131.87241379310345
364052.0,-63.43,-8.26,0.5,1.81,-8.0,-0.69,13.35,-5.3,2.58,16.39,99787.64,135.34,136.08,145.56,0.0,vol 6,7.602,131.87241379310345
364062.0,-63.3,-8.34,0.53,2.21,-9.32,0.45,13.08,-5.18,3.18,16.39,99787.64,135.34,136.01,145.56,0.0,vol 6,7.612,131.87241379310345
364073.0,-63.07,-8.4,0.57,2.73,-11.12,1.75,12.33,-5.02,3.6,16.39,99787.64,135.34,135.94,145.56,0.0,vol 6,7.623,131.87241379310345
364083.0,-62.88,-8.43,0.61,2.92,-12.07,2.7,11.27,-4.89,3.69,16.39,99788.98,135.23,135.87,145.56,0.0,vol 6,7.633,131.76241379310343
364093.0,-62.72,-8.46,0.65,2.72,-11.69,3.22,10.08,-4.75,3.62,16.39,99788.98,135.23,135.81,145.56,0.0,vol 6,7.643,131.76241379310343
364103.0,-62.6,-8.44,0.68,2.24,-10.62,3.37,9.0,-4.6,3.58,16.39,99788.98,135.23,135.75,145.56,0.0,vol 6,7.653,131.76241379310343
364113.0,-62.5,-8.42,0.71,1.71,-9.53,3.34,8.11,-4.43,3.65,16.39,99789.98,135.15,135.69,145.56,0.0,vol 6,7.663,131.68241379310345
364123.0,-62.41,-8.39,0.75,1.33,-9.02,3.38,7.36,-4.27,3.79,16.39,99789.98,135.15,135.63,145.56,0.0,vol 6,7.673,131.68241379310345
364132.0,-62.38,-8.35,0.79,0.96,-8.78,3.26,6.66,-4.12,3.96,16.39,99789.98,135.15,135.59,145.56,0.0,vol 6,7.682,131.68241379310345
364143.0,-62.32,-8.35,0.84,0.88,-9.62,3.6,5.89,-4.03,4.08,16.39,99789.98,135.15,135.54,145.56,0.0,vol 6,7.693,131.68241379310345
364153.0,-62.38,-8.41,0.88,1.22,-12.36,3.97,4.57,-4.07,3.89,16.39,99792.0,134.98,135.49,145.56,0.0,vol 6,7.703,131.51241379310343
364163.0,-62.44,-8.44,0.91,1.21,-13.12,3.58,3.2,-4.17,3.44,16.39,99792.0,134.98,135.43,145.56,0.0,vol 6,7.713,131.51241379310343
364173.0,-62.55,-8.49,0.94,1.31,-13.61,2.9,1.7,-4.24,2.78,16.39,99792.0,134.98,135.39,145.56,0.0,vol 6,7.723,131.51241379310343
364183.0,-62.55,-8.54,0.96,1.37,-13.33,2.78,0.29,-4.26,2.06,16.39,99792.0,134.98,135.35,145.56,0.0,vol 6,7.733,131.51241379310343
364192.0,-62.5,-8.6,0.97,1.45,-12.88,2.97,-1.06,-4.27,1.32,16.39,99794.67,134.75,135.29,145.56,0.0,vol 6,7.742,131.28241379310344
364202.0,-62.5,-8.65,0.98,1.43,-12.16,2.92,-2.25,-4.24,0.61,16.39,99794.67,134.75,135.23,145.56,0.0,vol 6,7.752,131.28241379310344
364212.0,-62.55,-8.7,0.98,1.35,-11.19,2.56,-3.17,-4.15,-0.01,16.39,99794.67,134.75,135.19,145.56,0.0,vol 6,7.762,131.28241379310344
364222.0,-62.67,-8.74,0.97,1.26,-10.34,1.89,-3.81,-4.01,-0.49,16.39,99794.67,134.62,135.13,145.56,0.0,vol 6,7.772,131.15241379310345
364232.0,-62.84,-8.81,0.96,1.31,-10.02,0.96,-4.21,-3.81,-0.87,16.39,99796.18,134.62,135.08,145.56,0.0,vol 6,7.782,131.15241379310345
364242.0,-62.93,-8.86,0.95,1.37,-9.8,-0.06,-4.41,-3.57,-1.22,16.39,99796.18,134.62,135.03,145.56,0.0,vol 6,7.792,131.15241379310345
364253.0,-62.97,-8.85,0.94,1.07,-8.84,-0.62,-4.43,-3.34,-1.43,16.39,99796.18,134.62,134.99,145.56,0.0,vol 6,7.803,131.15241379310345
364262.0,-62.76,-8.94,0.92,1.34,-8.99,-1.87,-4.28,-3.09,-1.56,16.39,99798.52,134.43,134.94,145.56,0.0,vol 6,7.812,130.96241379310345
364272.0,-62.46,-9.1,0.9,2.18,-9.95,-3.59,-3.93,-2.73,-1.74,16.39,99798.52,134.43,134.89,145.56,0.0,vol 6,7.822,130.96241379310345
364282.0,-62.25,-9.24,0.88,3.09,-10.73,-5.01,-3.41,-2.24,-2.0,16.39,99798.52,134.43,134.84,145.56,0.0,vol 6,7.832,130.96241379310345
364292.0,-62.15,-9.28,0.86,3.27,-10.46,-5.66,-2.73,-1.67,-2.27,16.39,99798.52,134.43,134.8,145.56,0.0,vol 6,7.842,130.96241379310345
364302.0,-62.12,-9.27,0.84,2.88,-9.39,-5.44,-1.97,-1.13,-2.43,16.39,99801.2,134.2,134.74,145.56,0.0,vol 6,7.852,130.73241379310343
364312.0,-62.11,-9.25,0.81,2.47,-8.36,-5.05,-1.22,-0.71,-2.45,16.39,99801.2,134.2,134.68,145.56,0.0,vol 6,7.862,130.73241379310343
364322.0,-62.07,-9.26,0.79,2.3,-7.66,-4.81,-0.5,-0.36,-2.37,16.39,99801.2,134.2,134.64,145.56,0.0,vol 6,7.872,130.73241379310343
364332.0,-62.0,-9.32,0.76,2.53,-7.43,-4.93,0.21,-0.06,-2.25,16.39,99801.2,134.2,134.59,145.56,0.0,vol 6,7.882,130.73241379310343
364343.0,-61.87,-9.44,0.74,3.18,-7.63,-5.43,0.97,0.26,-2.13,16.39,99804.66,133.91,134.52,145.56,0.0,vol 6,7.893,130.44241379310344
364353.0,-61.76,-9.57,0.72,3.86,-7.6,-5.61,1.87,0.66,-2.02,16.39,99804.66,133.91,134.46,145.56,0.0,vol 6,7.903,130.44241379310344
364364.0,-61.65,-9.68,0.7,4.33,-7.31,-5.58,2.8,1.05,-1.9,16.39,99804.66,133.91,134.41,145.56,0.0,vol 6,7.914,130.44241379310344
364374.0,-61.56,-9.75,0.68,4.61,-7.06,-5.42,3.67,1.41,-1.77,16.39,99808.68,133.57,134.32,145.56,0.0,vol 6,7.924,130.10241379310344
364384.0,-61.52,-9.83,0.67,4.87,-6.91,-5.01,4.5,1.75,-1.65,16.39,99808.68,133.57,134.25,145.56,0.0,vol 6,7.934,130.10241379310344
364393.0,-61.49,-9.95,0.65,5.39,-7.01,-4.36,5.22,2.05,-1.55,16.39,99808.68,133.57,134.18,145.56,0.0,vol 6,7.943,130.10241379310344
364403.0,-61.46,-10.07,0.64,6.08,-7.3,-3.59,5.74,2.29,-1.53,16.39,99808.68,133.57,134.12,145.56,0.0,vol 6,7.953,130.10241379310344
364413.0,-61.37,-10.22,0.62,6.82,-7.34,-2.6,6.02,2.45,-1.57,16.39,99811.8,133.31,134.04,145.56,0.0,vol 6,7.963,129.84241379310345
364423.0,-61.21,-10.39,0.6,7.6,-7.14,-1.67,6.08,2.51,-1.62,16.39,99811.8,133.31,133.97,145.56,0.0,vol 6,7.973,129.84241379310345
364433.0,-61.0,-10.57,0.59,8.84,-7.11,-0.71,5.95,2.5,-1.67,16.39,99811.8,133.31,133.9,145.56,0.0,vol 6,7.983,129.84241379310345
364443.0,-60.79,-10.7,0.57,10.43,-7.27,0.77,5.48,2.37,-1.76,16.39,99811.8,133.31,133.84,145.56,0.0,vol 6,7.993,129.84241379310345
364454.0,-60.62,-10.76,0.55,11.86,-7.41,2.04,4.66,2.1,-1.89,16.39,99816.16,132.94,133.75,145.56,0.0,vol 6,8.004,129.47241379310344
364464.0,-60.39,-10.87,0.53,13.02,-6.79,3.25,3.55,1.71,-2.01,16.39,99816.16,132.94,133.67,145.56,0.0,vol 6,8.014,129.47241379310344
364474.0,-60.23,-10.95,0.51,13.65,-6.06,3.72,2.32,1.23,-2.02,16.39,99816.16,132.94,133.6,145.56,0.0,vol 6,8.024,129.47241379310344
364483.0,-60.14,-11.0,0.49,13.4,-5.42,3.74,1.14,0.78,-1.95,16.39,99820.84,132.55,133.49,145.56,0.0,vol 6,8.033,129.08241379310346
364493.0,-60.12,-11.01,0.47,12.23,-4.85,3.44,0.08,0.39,-1.83,16.39,99820.84,132.55,133.4,145.56,0.0,vol 6,8.043,129.08241379310346
364503.0,-60.16,-10.99,0.46,10.39,-4.27,2.9,-0.78,0.11,-1.66,16.39,99820.84,132.55,133.31,145.56,0.0,vol 6,8.053,129.08241379310346
364513.0,-60.23,-10.93,0.44,8.37,-3.71,2.38,-1.42,-0.07,-1.45,16.39,99820.84,132.55,133.24,145.56,0.0,vol 6,8.063,129.08241379310346
364523.0,-60.34,-10.85,0.43,6.69,-3.31,1.95,-1.85,-0.15,-1.2,16.39,99826.03,132.11,133.12,145.56,0.0,vol 6,8.073,128.64241379310346
364533.0,-60.46,-10.75,0.42,5.46,-3.03,1.68,-2.15,-0.17,-0.93,16.39,99826.03,132.11,133.02,145.56,0.0,vol 6,8.083,128.64241379310346
364543.0,-60.55,-10.68,0.41,4.77,-2.86,1.56,-2.35,-0.17,-0.64,16.39,99826.03,132.11,132.93,145.56,0.0,vol 6,8.093,128.64241379310346
364553.0,-60.55,-10.69,0.41,4.88,-2.84,1.65,-2.54,-0.18,-0.32,16.39,99826.03,132.11,132.85,145.56,0.0,vol 6,8.103,128.64241379310346
364563.0,-60.39,-10.87,0.41,5.98,-2.81,1.87,-2.75,-0.24,0.01,16.38,99830.66,131.72,132.74,145.56,0.0,vol 6,8.113,128.25241379310344
364573.0,-60.14,-11.11,0.42,7.58,-2.45,2.22,-3.01,-0.41,0.42,16.38,99830.66,131.72,132.63,145.56,0.0,vol 6,8.123,128.25241379310344
364584.0,-60.03,-11.2,0.43,9.08,-2.3,2.74,-3.35,-0.73,0.98,16.38,99830.66,131.72,132.54,145.56,0.0,vol 6,8.134,128.25241379310344
364594.0,-60.17,-11.12,0.44,9.0,-2.74,2.91,-3.79,-1.16,1.49,16.38,99835.17,131.34,132.42,145.56,0.0,vol 6,8.144,127.87241379310343
364604.0,-60.43,-10.96,0.46,8.01,-3.37,2.66,-4.31,-1.65,1.91,16.38,99835.17,131.34,132.31,145.56,0.0,vol 6,8.154,127.87241379310343
364614.0,-60.78,-10.78,0.48,6.3,-3.71,1.87,-4.76,-2.13,2.25,16.38,99835.17,131.34,132.22,145.56,0.0,vol 6,8.164,127.87241379310343
364624.0,-61.22,-10.49,0.51,4.61,-3.86,1.1,-5.03,-2.54,2.56,16.38,99835.17,131.34,132.13,145.56,0.0,vol 6,8.174,127.87241379310343
364634.0,-61.7,-10.15,0.54,3.45,-4.15,0.49,-5.15,-2.93,2.86,16.38,99839.37,130.99,132.01,145.56,0.0,vol 6,8.184,127.52241379310344
364644.0,-62.18,-9.77,0.57,2.53,-4.51,0.01,-5.16,-3.31,3.13,16.38,99839.37,130.99,131.91,145.56,0.0,vol 6,8.194,127.52241379310344
