millis,roll,pitch,yaw,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,CurrentTemp,CurrentPres,altitude,altitude_lissee,max_altitude,phase_vol,source,time_sec,alt
355458.0,2.06,0.16,1.81,-8.99,0.18,-2.51,-0.01,0.03,-0.0,16.32,101362.14,3.48,3.46,3.68,0.0,vol 6,-0.992,0.0124137931034487
355468.0,2.06,0.16,1.81,-8.99,0.17,-2.51,-0.02,0.03,-0.0,16.32,101362.14,3.48,3.47,3.68,0.0,vol 6,-0.982,0.0124137931034487
355478.0,2.06,0.16,1.81,-8.99,0.18,-2.5,-0.02,0.03,-0.0,16.32,101361.97,3.5,3.47,3.68,0.0,vol 6,-0.972,0.0324137931034487
355488.0,2.06,0.16,1.81,-8.99,0.18,-2.51,-0.02,0.03,-0.01,16.32,101361.97,3.5,3.47,3.68,0.0,vol 6,-0.962,0.0324137931034487
355498.0,2.06,0.16,1.81,-8.99,0.19,-2.5,-0.02,0.03,-0.01,16.32,101361.97,3.5,3.47,3.68,0.0,vol 6,-0.952,0.0324137931034487
355507.0,2.06,0.16,1.81,-8.99,0.19,-2.5,-0.02,0.03,-0.01,16.32,101361.97,3.5,3.48,3.68,0.0,vol 6,-0.943,0.0324137931034487
355517.0,2.06,0.16,1.81,-8.99,0.19,-2.49,-0.02,0.03,-0.01,16.32,101361.97,3.5,3.48,3.68,0.0,vol 6,-0.933,0.0324137931034487
355527.0,2.06,0.16,1.81,-8.99,0.19,-2.49,-0.02,0.04,-0.01,16.32,101361.97,3.5,3.48,3.68,0.0,vol 6,-0.923,0.0324137931034487
355537.0,2.06,0.16,1.81,-8.99,0.18,-2.51,-0.03,0.04,-0.01,16.32,101361.97,3.5,3.48,3.68,0.0,vol 6,-0.913,0.0324137931034487
355547.0,2.05,0.16,1.81,-8.98,0.16,-2.51,-0.03,0.04,-0.01,16.32,101361.81,3.51,3.48,3.68,0.0,vol 6,-0.903,0.0424137931034485
355557.0,2.05,0.16,1.81,-8.98,0.15,-2.53,-0.02,0.04,-0.01,16.32,101361.81,3.51,3.49,3.68,0.0,vol 6,-0.893,0.0424137931034485
355567.0,2.05,0.15,1.81,-8.98,0.15,-2.54,-0.01,0.04,-0.01,16.32,101361.81,3.51,3.49,3.68,0.0,vol 6,-0.883,0.0424137931034485
355577.0,2.05,0.15,1.81,-8.98,0.16,-2.55,-0.01,0.04,-0.01,16.32,101361.81,3.51,3.49,3.68,0.0,vol 6,-0.873,0.0424137931034485
355587.0,2.05,0.15,1.81,-8.98,0.16,-2.54,-0.01,0.03,-0.01,16.32,101361.81,3.51,3.49,3.68,0.0,vol 6,-0.863,0.0424137931034485
355597.0,2.06,0.15,1.81,-8.98,0.18,-2.54,-0.01,0.03,-0.0,16.32,101361.81,3.51,3.5,3.68,0.0,vol 6,-0.853,0.0424137931034485
355607.0,2.06,0.15,1.81,-8.98,0.19,-2.54,-0.02,0.03,-0.0,16.32,101361.81,3.51,3.5,3.68,0.0,vol 6,-0.843,0.0424137931034485
355617.0,2.06,0.15,1.81,-8.98,0.2,-2.54,-0.02,0.03,-0.0,16.32,101361.81,3.51,3.5,3.68,0.0,vol 6,-0.833,0.0424137931034485
355626.0,2.06,0.16,1.81,-8.99,0.19,-2.53,-0.02,0.03,-0.0,16.32,101361.81,3.51,3.5,3.68,0.0,vol 6,-0.824,0.0424137931034485
355637.0,2.06,0.16,1.81,-8.98,0.18,-2.53,-0.02,0.03,-0.0,16.32,101361.81,3.51,3.5,3.68,0.0,vol 6,-0.813,0.0424137931034485
355647.0,2.05,0.16,1.81,-8.98,0.17,-2.54,-0.02,0.03,-0.0,16.32,101361.81,3.51,3.5,3.68,0.0,vol 6,-0.803,0.0424137931034485
355657.0,2.05,0.16,1.81,-8.99,0.15,-2.54,-0.02,0.03,-0.0,16.32,101361.97,3.5,3.5,3.68,0.0,vol 6,-0.793,0.0324137931034487
355667.0,2.05,0.16,1.81,-8.99,0.15,-2.54,-0.02,0.03,-0.0,16.32,101361.97,3.5,3.5,3.68,0.0,vol 6,-0.783,0.0324137931034487
355676.0,2.05,0.16,1.81,-8.99,0.15,-2.54,-0.01,0.03,-0.0,16.32,101361.97,3.5,3.5,3.68,0.0,vol 6,-0.774,0.0324137931034487
355686.0,2.05,0.16,1.81,-8.98,0.16,-2.53,-0.01,0.03,-0.0,16.32,101361.97,3.5,3.5,3.68,0.0,vol 6,-0.764,0.0324137931034487
355696.0,2.05,0.16,1.81,-8.98,0.17,-2.52,-0.0,0.03,-0.0,16.32,101362.38,3.46,3.5,3.68,0.0,vol 6,-0.754,-0.0075862068965513
355706.0,2.06,0.17,1.81,-8.98,0.2,-2.5,-0.0,0.03,-0.0,16.32,101362.38,3.46,3.49,3.68,0.0,vol 6,-0.744,-0.0075862068965513
355716.0,2.06,0.17,1.81,-8.98,0.21,-2.49,-0.01,0.03,-0.0,16.32,101362.38,3.46,3.49,3.68,0.0,vol 6,-0.734,-0.0075862068965513
355726.0,2.06,0.17,1.81,-8.98,0.21,-2.49,-0.01,0.03,-0.0,16.32,101362.38,3.46,3.49,3.68,0.0,vol 6,-0.724,-0.0075862068965513
355735.0,2.06,0.17,1.81,-8.98,0.2,-2.49,-0.02,0.03,-0.0,16.32,101361.97,3.5,3.49,3.68,0.0,vol 6,-0.715,0.0324137931034487
355746.0,2.06,0.17,1.81,-8.98,0.19,-2.49,-0.03,0.03,-0.0,16.32,101361.97,3.5,3.49,3.68,0.0,vol 6,-0.704,0.0324137931034487
355756.0,2.05,0.17,1.81,-8.99,0.17,-2.49,-0.02,0.03,-0.0,16.32,101361.97,3.5,3.49,3.68,0.0,vol 6,-0.694,0.0324137931034487
355765.0,2.05,0.17,1.81,-8.98,0.16,-2.5,-0.02,0.03,-0.0,16.32,101361.97,3.5,3.49,3.68,0.0,vol 6,-0.685,0.0324137931034487
355775.0,2.05,0.17,1.81,-8.99,0.16,-2.51,-0.01,0.03,-0.0,16.32,101362.21,3.48,3.49,3.68,0.0,vol 6,-0.675,0.0124137931034487
355785.0,2.05,0.17,1.81,-8.99,0.17,-2.51,-0.01,0.03,-0.0,16.32,101362.21,3.48,3.49,3.68,0.0,vol 6,-0.665,0.0124137931034487
355795.0,2.05,0.17,1.81,-8.99,0.17,-2.5,-0.01,0.03,-0.0,16.32,101362.21,3.48,3.49,3.68,0.0,vol 6,-0.655,0.0124137931034487
355805.0,2.05,0.17,1.81,-8.99,0.18,-2.5,-0.02,0.03,-0.0,16.32,101362.21,3.48,3.49,3.68,0.0,vol 6,-0.645,0.0124137931034487
355815.0,2.05,0.17,1.81,-8.99,0.18,-2.5,-0.02,0.03,-0.0,16.32,101362.21,3.48,3.48,3.68,0.0,vol 6,-0.635,0.0124137931034487
355825.0,2.06,0.17,1.81,-8.98,0.19,-2.5,-0.02,0.03,-0.0,16.32,101362.21,3.48,3.48,3.68,0.0,vol 6,-0.625,0.0124137931034487
355835.0,2.06,0.17,1.81,-8.99,0.19,-2.51,-0.01,0.03,-0.01,16.32,101362.21,3.48,3.48,3.68,0.0,vol 6,-0.615,0.0124137931034487
355845.0,2.06,0.17,1.81,-9.0,0.19,-2.51,-0.01,0.04,-0.01,16.32,101362.05,3.49,3.48,3.68,0.0,vol 6,-0.605,0.0224137931034489
355855.0,2.06,0.17,1.81,-8.99,0.19,-2.51,-0.02,0.04,-0.01,16.32,101362.05,3.49,3.48,3.68,0.0,vol 6,-0.595,0.0224137931034489
355865.0,2.05,0.17,1.81,-8.99,0.18,-2.52,-0.03,0.04,-0.01,16.32,101362.05,3.49,3.49,3.68,0.0,vol 6,-0.585,0.0224137931034489
355875.0,2.05,0.17,1.81,-8.99,0.17,-2.52,-0.03,0.03,-0.01,16.32,101362.05,3.49,3.49,3.68,0.0,vol 6,-0.575,0.0224137931034489
355885.0,2.05,0.17,1.81,-8.99,0.15,-2.52,-0.03,0.03,-0.01,16.32,101361.88,3.5,3.49,3.68,0.0,vol 6,-0.565,0.0324137931034487
355895.0,2.04,0.17,1.81,-8.99,0.15,-2.51,-0.02,0.04,-0.01,16.32,101361.88,3.5,3.49,3.68,0.0,vol 6,-0.555,0.0324137931034487
355905.0,2.05,0.17,1.81,-8.99,0.16,-2.51,-0.01,0.04,-0.01,16.32,101361.88,3.5,3.49,3.68,0.0,vol 6,-0.545,0.0324137931034487
355914.0,2.05,0.17,1.81,-8.99,0.17,-2.51,-0.01,0.04,-0.01,16.32,101361.88,3.5,3.49,3.68,0.0,vol 6,-0.536,0.0324137931034487
355924.0,2.05,0.17,1.81,-9.0,0.19,-2.51,-0.01,0.03,-0.01,16.32,101361.88,3.5,3.49,3.68,0.0,vol 6,-0.526,0.0324137931034487
355934.0,2.06,0.17,1.81,-8.99,0.2,-2.51,-0.02,0.03,-0.01,16.32,101361.88,3.5,3.49,3.68,0.0,vol 6,-0.516,0.0324137931034487
355944.0,2.06,0.17,1.81,-8.99,0.2,-2.51,-0.02,0.03,-0.01,16.32,101361.88,3.5,3.5,3.68,0.0,vol 6,-0.506,0.0324137931034487
355955.0,2.05,0.17,1.81,-8.98,0.19,-2.51,-0.03,0.03,-0.01,16.32,101362.11,3.49,3.49,3.68,0.0,vol 6,-0.495,0.0224137931034489
355965.0,2.05,0.17,1.81,-9.0,0.18,-2.52,-0.02,0.03,-0.01,16.32,101362.11,3.49,3.49,3.68,0.0,vol 6,-0.485,0.0224137931034489
355975.0,2.04,0.17,1.81,-9.0,0.15,-2.53,-0.02,0.03,-0.01,16.32,101362.11,3.49,3.49,3.68,0.0,vol 6,-0.475,0.0224137931034489
355985.0,2.04,0.17,1.81,-8.99,0.14,-2.53,-0.02,0.03,-0.01,16.32,101362.11,3.49,3.49,3.68,0.0,vol 6,-0.465,0.0224137931034489
355995.0,2.04,0.17,1.81,-8.99,0.13,-2.54,-0.02,0.03,-0.0,16.32,101362.11,3.49,3.49,3.68,0.0,vol 6,-0.455,0.0224137931034489
356005.0,2.04,0.17,1.81,-8.99,0.13,-2.54,-0.02,0.03,-0.0,16.32,101362.11,3.49,3.49,3.68,0.0,vol 6,-0.445,0.0224137931034489
356014.0,2.04,0.17,1.81,-8.99,0.13,-2.54,-0.01,0.03,-0.0,16.32,101362.11,3.49,3.49,3.68,0.0,vol 6,-0.436,0.0224137931034489
356025.0,2.04,0.17,1.81,-8.99,0.15,-2.54,-0.01,0.03,-0.0,16.32,101362.11,3.49,3.49,3.68,0.0,vol 6,-0.425,0.0224137931034489
356034.0,2.05,0.17,1.81,-8.99,0.17,-2.52,-0.0,0.03,-0.0,16.32,101362.11,3.49,3.49,3.68,0.0,vol 6,-0.416,0.0224137931034489
356045.0,2.05,0.17,1.81,-8.99,0.18,-2.52,-0.0,0.03,-0.0,16.32,101362.11,3.49,3.49,3.68,0.0,vol 6,-0.405,0.0224137931034489
356055.0,2.05,0.17,1.81,-8.99,0.19,-2.51,-0.01,0.03,-0.0,16.32,101362.11,3.49,3.49,3.68,0.0,vol 6,-0.395,0.0224137931034489
356065.0,2.05,0.18,1.81,-8.99,0.19,-2.5,-0.02,0.03,-0.0,16.32,101361.94,3.5,3.49,3.68,0.0,vol 6,-0.385,0.0324137931034487
356075.0,2.05,0.18,1.81,-8.99,0.18,-2.5,-0.03,0.03,0.0,16.32,101361.94,3.5,3.49,3.68,0.0,vol 6,-0.375,0.0324137931034487
356085.0,2.05,0.18,1.81,-8.99,0.17,-2.51,-0.03,0.03,0.0,16.32,101361.94,3.5,3.49,3.68,0.0,vol 6,-0.365,0.0324137931034487
356095.0,2.04,0.18,1.81,-8.98,0.15,-2.51,-0.02,0.03,-0.0,16.32,101361.94,3.5,3.49,3.68,0.0,vol 6,-0.355,0.0324137931034487
356104.0,2.04,0.18,1.81,-8.98,0.14,-2.51,-0.01,0.03,-0.0,16.32,101361.94,3.5,3.49,3.68,0.0,vol 6,-0.346,0.0324137931034487
356114.0,2.04,0.17,1.81,-8.99,0.14,-2.52,-0.0,0.03,-0.0,16.32,101361.94,3.5,3.49,3.68,0.0,vol 6,-0.336,0.0324137931034487
356124.0,2.04,0.18,1.81,-8.99,0.16,-2.52,-0.0,0.03,-0.0,16.32,101361.94,3.5,3.49,3.68,0.0,vol 6,-0.326,0.0324137931034487
356134.0,2.05,0.18,1.81,-8.99,0.18,-2.51,-0.01,0.03,-0.0,16.32,101361.94,3.5,3.49,3.68,0.0,vol 6,-0.316,0.0324137931034487
356144.0,2.06,0.18,1.81,-8.99,0.21,-2.5,-0.01,0.03,-0.0,16.32,101361.94,3.5,3.5,3.68,0.0,vol 6,-0.306,0.0324137931034487
356154.0,2.06,0.18,1.81,-8.99,0.22,-2.5,-0.01,0.03,-0.0,16.32,101361.94,3.5,3.5,3.68,0.0,vol 6,-0.296,0.0324137931034487
356165.0,2.06,0.18,1.81,-8.99,0.23,-2.49,-0.01,0.03,-0.0,16.32,101361.94,3.5,3.5,3.68,0.0,vol 6,-0.285,0.0324137931034487
356175.0,2.06,0.18,1.81,-8.99,0.23,-2.49,-0.02,0.03,-0.01,16.32,101361.94,3.47,3.49,3.68,0.0,vol 6,-0.275,0.0024137931034489
356185.0,2.06,0.18,1.81,-9.0,0.21,-2.49,-0.02,0.03,-0.01,16.32,101362.34,3.47,3.49,3.68,0.0,vol 6,-0.265,0.0024137931034489
356195.0,2.05,0.18,1.81,-9.01,0.19,-2.5,-0.03,0.03,-0.01,16.32,101362.34,3.47,3.49,3.68,0.0,vol 6,-0.255,0.0024137931034489
356205.0,2.06,0.13,1.81,-8.46,0.23,-2.57,-0.02,0.03,-0.01,16.32,101362.34,3.47,3.49,3.68,0.0,vol 6,-0.245,0.0024137931034489
356215.0,2.07,0.13,1.81,-8.77,0.28,-2.65,-0.06,0.04,0.0,16.32,101362.34,3.47,3.48,3.68,0.0,vol 6,-0.235,0.0024137931034489
356225.0,2.05,0.18,1.81,-9.08,0.2,-2.53,-0.04,0.03,0.01,16.32,101362.34,3.47,3.48,3.68,0.0,vol 6,-0.225,0.0024137931034489
356234.0,2.05,0.18,1.81,-9.1,0.2,-2.54,-0.05,0.02,-0.01,16.32,101362.34,3.47,3.48,3.68,0.0,vol 6,-0.216,0.0024137931034489
356244.0,2.04,0.19,1.81,-8.9,0.14,-2.43,-0.07,0.03,-0.01,16.32,101362.34,3.47,3.48,3.68,0.0,vol 6,-0.206,0.0024137931034489
356255.0,2.04,0.19,1.81,-8.93,0.14,-2.48,-0.05,0.03,0.0,16.32,101362.52,3.45,3.48,3.68,0.0,vol 6,-0.195,-0.0175862068965511
356264.0,2.04,0.2,1.81,-9.02,0.15,-2.45,-0.03,0.03,-0.0,16.32,101362.52,3.45,3.47,3.68,0.0,vol 6,-0.186,-0.0175862068965511
356274.0,2.04,0.19,1.81,-9.07,0.17,-2.49,-0.01,0.04,-0.0,16.32,101362.52,3.45,3.47,3.68,0.0,vol 6,-0.176,-0.0175862068965511
356284.0,2.04,0.18,1.81,-8.94,0.16,-2.51,0.02,0.04,-0.0,16.32,101362.52,3.45,3.47,3.68,0.0,vol 6,-0.166,-0.0175862068965511
356294.0,2.06,0.17,1.81,-9.0,0.23,-2.58,0.04,0.04,-0.0,16.32,101362.52,3.45,3.47,3.68,0.0,vol 6,-0.156,-0.0175862068965511
356304.0,2.06,0.17,1.81,-9.08,0.22,-2.58,0.02,0.04,-0.0,16.32,101362.52,3.45,3.47,3.68,0.0,vol 6,-0.146,-0.0175862068965511
356314.0,2.06,0.15,1.81,-8.98,0.23,-2.65,0.0,0.03,-0.0,16.32,101362.52,3.45,3.46,3.68,0.0,vol 6,-0.136,-0.0175862068965511
356324.0,2.05,0.18,1.81,-9.02,0.2,-2.54,-0.03,0.02,-0.01,16.32,101362.68,3.44,3.46,3.68,0.0,vol 6,-0.126,-0.0275862068965513
356333.0,2.05,0.19,1.81,-9.08,0.21,-2.51,-0.05,0.02,-0.0,16.32,101362.68,3.44,3.46,3.68,0.0,vol 6,-0.117,-0.0275862068965513
356343.0,2.05,0.2,1.81,-8.98,0.19,-2.44,-0.08,0.02,-0.0,16.32,101362.68,3.44,3.46,3.68,0.0,vol 6,-0.107,-0.0275862068965513
356354.0,2.04,0.22,1.81,-9.06,0.15,-2.38,-0.11,0.02,-0.01,16.32,101362.68,3.44,3.46,3.68,0.0,vol 6,-0.096,-0.0275862068965513
356364.0,2.06,0.18,1.81,-8.96,0.25,-2.5,-0.12,0.02,-0.0,16.32,101362.68,3.44,3.45,3.68,0.0,vol 6,-0.086,-0.0275862068965513
356374.0,2.09,0.16,1.81,-9.05,0.36,-2.6,-0.13,0.01,-0.0,16.32,101362.68,3.44,3.45,3.68,0.0,vol 6,-0.076,-0.0275862068965513
356384.0,2.1,0.17,1.81,-9.17,0.44,-2.6,-0.18,-0.0,-0.01,16.32,101362.68,3.44,3.45,3.68,0.0,vol 6,-0.066,-0.0275862068965513
356394.0,2.12,0.14,1.81,-9.2,0.53,-2.71,-0.23,-0.03,-0.03,16.32,101362.68,3.44,3.45,3.68,0.0,vol 6,-0.056,-0.0275862068965513
356404.0,2.11,0.18,1.81,-9.73,0.54,-2.67,-0.32,-0.04,-0.03,16.32,101362.52,3.45,3.45,3.68,0.0,vol 6,-0.046,-0.0175862068965511
356414.0,2.13,0.18,1.81,-10.69,0.71,-2.94,-0.48,-0.05,-0.03,16.32,101362.52,3.45,3.45,3.68,0.0,vol 6,-0.036,-0.0175862068965511
356423.0,2.15,0.16,1.81,-11.89,0.93,-3.31,-0.71,0.01,0.0,16.32,101362.52,3.45,3.45,3.68,0.0,vol 6,-0.027,-0.0175862068965511
356433.0,2.12,0.27,1.81,-14.85,1.01,-3.39,-0.98,0.04,0.03,16.32,101362.52,3.45,3.45,3.68,0.0,vol 6,-0.017,-0.0175862068965511
356443.0,2.06,0.42,1.81,-19.97,0.91,-3.29,-1.14,0.06,0.05,16.33,101362.91,3.42,3.45,3.68,0.0,vol 6,-0.007,-0.0475862068965513
356453.0,2.01,0.54,1.81,-27.94,0.73,-3.19,-1.31,0.05,0.06,16.33,101362.91,3.42,3.44,3.68,0.0,vol 6,0.003,-0.0475862068965513
356464.0,1.96,0.63,1.81,-38.49,0.54,-3.02,-1.54,0.03,0.06,16.33,101362.91,3.42,3.44,3.68,0.0,vol 6,0.014,-0.0475862068965513
356474.0,1.92,0.67,1.81,-48.44,0.14,-3.0,-1.86,0.04,0.07,16.33,101362.58,3.45,3.44,3.68,0.0,vol 6,0.024,-0.0175862068965511
356484.0,1.89,0.68,1.81,-56.28,0.1,-3.19,-2.41,0.21,0.12,16.33,101362.58,3.45,3.44,3.68,0.0,vol 6,0.034,-0.0175862068965511
356494.0,1.86,0.7,1.81,-63.84,-0.06,-3.28,-2.97,0.39,0.16,16.33,101362.58,3.45,3.44,3.68,0.0,vol 6,0.044,-0.0175862068965511
356504.0,1.83,0.71,1.81,-71.92,0.11,-3.55,-3.54,0.51,0.19,16.33,101362.58,3.45,3.44,3.68,0.0,vol 6,0.054,-0.0175862068965511
356513.0,1.79,0.72,1.82,-77.77,0.03,-3.74,-3.98,0.5,0.18,16.33,101361.74,3.52,3.45,3.68,0.0,vol 6,0.063,0.0524137931034487
356523.0,1.72,0.74,1.82,-78.36,-0.93,-2.88,-4.25,0.36,0.14,16.33,101361.74,3.52,3.46,3.68,0.0,vol 6,0.073,0.0524137931034487
356534.0,1.65,0.76,1.82,-75.93,-1.9,-1.44,-4.58,0.22,0.22,16.33,101361.74,3.52,3.46,3.68,0.0,vol 6,0.084,0.0524137931034487
356544.0,1.68,0.68,1.82,-76.27,0.79,-4.89,-4.65,-0.15,0.16,16.33,101361.74,3.52,3.47,3.68,0.0,vol 6,0.094,0.0524137931034487
356554.0,1.61,0.71,1.82,-76.49,-0.23,-3.82,-4.27,-0.49,-0.04,16.32,101360.5,3.62,3.48,3.68,0.0,vol 6,0.104,0.1524137931034488
356564.0,1.5,0.69,1.82,-74.43,-2.32,-3.31,-4.33,-0.88,-0.29,16.32,101360.5,3.62,3.5,3.68,0.0,vol 6,0.114,0.1524137931034488
356574.0,1.47,0.71,1.81,-78.91,-2.2,-2.34,-4.34,-1.01,-0.4,16.32,101360.5,3.62,3.51,3.68,0.0,vol 6,0.124,0.1524137931034488
356585.0,1.44,0.72,1.81,-82.76,-1.95,-1.84,-4.11,-1.02,-0.42,16.32,101359.56,3.7,3.53,3.68,0.0,vol 6,0.135,0.2324137931034489
356594.0,1.41,0.73,1.8,-85.94,-1.67,-1.61,-3.96,-1.01,-0.47,16.33,101359.56,3.7,3.54,3.68,0.0,vol 6,0.144,0.2324137931034489
356604.0,1.38,0.72,1.8,-88.37,-1.41,-1.49,-3.89,-0.98,-0.52,16.33,101359.56,3.7,3.56,3.68,0.0,vol 6,0.154,0.2324137931034489
356614.0,1.35,0.72,1.79,-90.37,-1.21,-1.45,-3.87,-0.94,-0.58,16.33,101359.56,3.7,3.57,3.68,0.0,vol 6,0.164,0.2324137931034489
356624.0,1.32,0.72,1.79,-92.12,-1.02,-1.46,-3.89,-0.87,-0.63,16.33,101357.39,3.88,3.6,3.68,0.0,vol 6,0.174,0.4124137931034486
356634.0,1.29,0.71,1.78,-93.61,-0.82,-1.48,-3.95,-0.79,-0.68,16.33,101357.39,3.88,3.63,3.68,0.0,vol 6,0.184,0.4124137931034486
356644.0,1.25,0.71,1.77,-93.93,-0.6,-1.52,-4.03,-0.68,-0.73,16.33,101357.39,3.88,3.66,3.68,0.0,vol 6,0.194,0.4124137931034486
356654.0,1.22,0.7,1.77,-91.54,-0.32,-1.57,-4.15,-0.57,-0.76,16.33,101357.39,3.88,3.68,3.68,0.0,vol 6,0.204,0.4124137931034486
356664.0,1.19,0.69,1.76,-85.78,0.0,-1.63,-4.28,-0.43,-0.77,16.33,101354.88,4.09,3.72,3.72,0.0,vol 6,0.214,0.6224137931034486
356674.0,1.15,0.68,1.75,-78.84,0.33,-1.67,-4.43,-0.3,-0.76,16.33,101354.88,4.09,3.76,3.76,0.0,vol 6,0.224,0.6224137931034486
356684.0,1.12,0.68,1.74,-72.62,0.62,-1.68,-4.58,-0.17,-0.72,16.33,101354.88,4.09,3.79,3.79,0.0,vol 6,0.234,0.6224137931034486
356694.0,1.08,0.67,1.74,-67.15,0.87,-1.68,-4.74,-0.04,-0.64,16.33,101354.88,4.32,3.84,3.84,0.0,vol 6,0.244,0.852413793103449
356704.0,1.05,0.66,1.73,-62.53,1.07,-1.64,-4.9,0.08,-0.54,16.33,101352.03,4.32,3.89,3.89,0.0,vol 6,0.254,0.852413793103449
356715.0,1.0,0.66,1.73,-58.21,1.24,-1.55,-5.08,0.19,-0.41,16.33,101352.03,4.32,3.93,3.93,0.0,vol 6,0.265,0.852413793103449
356727.0,0.95,0.66,1.72,-54.67,1.36,-1.4,-5.26,0.29,-0.26,16.33,101352.03,4.32,3.97,3.97,0.0,vol 6,0.277,0.852413793103449
356738.0,0.9,0.66,1.72,-51.66,1.45,-1.24,-5.45,0.36,-0.09,16.33,101348.84,4.59,4.03,4.03,0.0,vol 6,0.288,1.1224137931034486
356750.0,0.84,0.66,1.72,-49.21,1.49,-1.06,-5.66,0.39,0.09,16.33,101348.84,4.59,4.09,4.09,0.0,vol 6,0.3,1.1224137931034486
356762.0,0.78,0.67,1.73,-47.28,1.5,-0.9,-5.87,0.4,0.25,16.33,101348.84,4.59,4.14,4.14,0.0,vol 6,0.312,1.1224137931034486
356773.0,0.72,0.67,1.73,-45.63,1.48,-0.71,-6.1,0.38,0.41,16.33,101345.16,4.9,4.22,4.22,0.0,vol 6,0.323,1.432413793103449
356784.0,0.65,0.68,1.74,-44.38,1.4,-0.51,-6.31,0.33,0.55,16.33,101345.16,4.9,4.28,4.28,0.0,vol 6,0.334,1.432413793103449
356795.0,0.57,0.69,1.75,-43.21,1.27,-0.3,-6.51,0.25,0.66,16.33,101345.16,4.9,4.35,4.35,0.0,vol 6,0.345,1.432413793103449
356806.0,0.5,0.7,1.75,-42.18,1.08,-0.13,-6.69,0.14,0.76,16.33,101345.16,5.2,4.43,4.43,0.0,vol 6,0.356,1.732413793103449
356815.0,0.42,0.72,1.76,-41.35,0.86,-0.0,-6.84,0.03,0.82,16.33,101341.47,5.2,4.51,4.51,0.0,vol 6,0.365,1.732413793103449
356825.0,0.34,0.73,1.77,-40.68,0.61,0.1,-6.97,-0.11,0.86,16.33,101341.47,5.2,4.58,4.58,0.0,vol 6,0.375,1.732413793103449
356835.0,0.26,0.74,1.78,-40.13,0.36,0.16,-7.09,-0.25,0.85,16.33,101341.47,5.2,4.64,4.64,0.0,vol 6,0.385,1.732413793103449
356845.0,0.18,0.74,1.79,-39.59,0.14,0.19,-7.18,-0.38,0.81,16.33,101336.95,5.58,4.73,4.73,0.0,vol 6,0.395,2.112413793103449
356855.0,0.09,0.74,1.79,-39.01,-0.08,0.17,-7.28,-0.52,0.74,16.33,101336.95,5.58,4.82,4.82,0.0,vol 6,0.405,2.112413793103449
356865.0,0.01,0.73,1.8,-38.36,-0.27,0.06,-7.38,-0.66,0.64,16.33,101336.95,5.58,4.89,4.89,0.0,vol 6,0.415,2.112413793103449
356875.0,-0.07,0.71,1.81,-37.61,-0.44,-0.1,-7.49,-0.79,0.5,16.33,101336.95,5.58,4.96,4.96,0.0,vol 6,0.425,2.112413793103449
356885.0,-0.15,0.69,1.81,-37.06,-0.55,-0.24,-7.57,-0.88,0.38,16.33,101332.27,5.97,5.06,5.06,0.0,vol 6,0.435,2.5024137931034485
356895.0,-0.23,0.67,1.81,-36.52,-0.62,-0.44,-7.67,-0.95,0.22,16.33,101332.27,5.97,5.15,5.15,0.0,vol 6,0.445,2.5024137931034485
356905.0,-0.3,0.65,1.81,-36.13,-0.61,-0.67,-7.77,-1.0,0.05,16.33,101332.27,5.97,5.24,5.24,0.0,vol 6,0.455,2.5024137931034485
356914.0,-0.37,0.63,1.81,-35.91,-0.56,-0.97,-7.89,-1.02,-0.12,16.33,101332.27,5.97,5.31,5.31,0.0,vol 6,0.464,2.5024137931034485
356925.0,-0.44,0.61,1.81,-35.71,-0.48,-1.21,-8.02,-1.01,-0.28,16.33,101326.91,6.42,5.42,5.42,0.0,vol 6,0.475,2.9524137931034486
356935.0,-0.51,0.59,1.8,-35.51,-0.33,-1.37,-8.15,-0.96,-0.43,16.33,101326.91,6.42,5.52,5.52,0.0,vol 6,0.485,2.9524137931034486
356945.0,-0.58,0.58,1.8,-35.36,-0.12,-1.49,-8.3,-0.88,-0.56,16.33,101326.91,6.42,5.61,5.61,0.0,vol 6,0.495,2.9524137931034486
356955.0,-0.64,0.56,1.79,-35.26,0.09,-1.57,-8.45,-0.79,-0.66,16.33,101320.88,6.92,5.74,5.74,0.0,vol 6,0.505,3.4524137931034486
356966.0,-0.72,0.56,1.78,-35.13,0.32,-1.52,-8.64,-0.67,-0.74,16.33,101320.88,6.92,5.86,5.86,0.0,vol 6,0.516,3.4524137931034486
356976.0,-0.8,0.56,1.77,-35.25,0.56,-1.39,-8.81,-0.57,-0.78,16.33,101320.88,6.92,5.96,5.96,0.0,vol 6,0.526,3.4524137931034486
356986.0,-0.87,0.55,1.77,-35.19,0.79,-1.25,-8.98,-0.48,-0.79,16.33,101320.88,6.92,6.06,6.06,0.0,vol 6,0.536,3.4524137931034486
356996.0,-0.93,0.55,1.76,-35.31,1.02,-1.12,-9.15,-0.4,-0.78,16.33,101314.5,7.45,6.2,6.2,0.0,vol 6,0.546,3.982413793103449
357006.0,-1.01,0.54,1.75,-35.18,1.22,-0.98,-9.33,-0.34,-0.74,16.33,101314.5,7.45,6.32,6.32,0.0,vol 6,0.556,3.982413793103449
357015.0,-1.09,0.53,1.75,-35.02,1.41,-0.86,-9.51,-0.3,-0.69,16.33,101314.5,7.45,6.44,6.44,0.0,vol 6,0.565,3.982413793103449
